text,labels,confidence,source,iab_label
"Catholicism is a major force in the world today, with a significant influence on politics, culture, and education.",,0.4,synthetic,IAB23 Religion & Spirituality
kim kardashion kanye west wedding officiated popular evangelical,,0.4,natural,IAB23 Religion & Spirituality
"Hinduism is a complex and multifaceted religion, and there is no one definitive answer to the question of what it is.",,0.4,synthetic,IAB23 Religion & Spirituality
christians observe chare thursday,,0.4,natural,IAB23 Religion & Spirituality
"Islam has five pillars, which are the declaration of faith, prayer, fasting, charity, and pilgrimage.",,0.4,synthetic,IAB23 Religion & Spirituality
celebrating resurrection lord,,0.4,natural,IAB23 Religion & Spirituality
"It is based on the teachings of Jesus Christ, who Christians believe is the Son of God.",,0.4,synthetic,IAB23 Religion & Spirituality
Spirituality is a broad term that can refer to a variety of beliefs and practices.,,0.4,synthetic,IAB23 Religion & Spirituality
researcher text referring jesus wife authentic,,0.4,natural,IAB23 Religion & Spirituality
marking jesus journey good friday,,0.4,natural,IAB23 Religion & Spirituality
presbyterian church sunrise service north gateway park,,0.4,natural,IAB23 Religion & Spirituality
weird stories hubby pushed cliff weirs divorce christies bridge,,0.4,natural,IAB23 Religion & Spirituality
churches plan easter weekend services,,0.4,natural,IAB23 Religion & Spirituality
religious holidays like passover good friday emotionally complicated,,0.4,natural,IAB23 Religion & Spirituality
church services egg hunts set easter week,,0.4,natural,IAB23 Religion & Spirituality
area churches plan special services resurrection sunday,,0.4,natural,IAB23 Religion & Spirituality
christian seders ok,,0.4,natural,IAB23 Religion & Spirituality
heaven real brings test faith,,0.39,natural,IAB23 Religion & Spirituality
balinese temple guardian statues,,0.39,synthetic,IAB23 Religion & Spirituality
christians commemorate jesuss crucifixion good friday,,0.39,natural,IAB23 Religion & Spirituality
devout christians observe good friday recreating way cross,,0.39,natural,IAB23 Religion & Spirituality
pope francis meets russell crowe blesses latest film noah,,0.39,natural,IAB23 Religion & Spirituality
health singleday treatment breast cancer studied christ,,0.39,natural,IAB23 Religion & Spirituality
passover begins community mourns tragedy,,0.39,natural,IAB23 Religion & Spirituality
noah studio cut featured religious montage christian rock song,,0.39,natural,IAB23 Religion & Spirituality
noah review creative interpretation revitalizes bible story spark,,0.39,natural,IAB23 Religion & Spirituality
kimye wedding pastor seen role model miamibased church,,0.39,natural,IAB23 Religion & Spirituality
shaun white gave one teen mount saint joseph prom surprise,,0.39,natural,IAB23 Religion & Spirituality
second smartest thing christian movies right,,0.39,natural,IAB23 Religion & Spirituality
barrie kirby christ risen,,0.39,natural,IAB23 Religion & Spirituality
churches join forces easter services,,0.39,natural,IAB23 Religion & Spirituality
katy perry sued christian rappers,,0.39,natural,IAB23 Religion & Spirituality
"The teachings of the Buddha have inspired countless people throughout history, including philosophers, artists, and activists.",,0.39,synthetic,IAB23 Religion & Spirituality
janet caudwell holy week chance trace jesuss long walk cross,,0.39,natural,IAB23 Religion & Spirituality
easter vigil ancient unique longer offered churches,,0.39,natural,IAB23 Religion & Spirituality
christians holy land reenact crucifixion christ good friday,,0.39,natural,IAB23 Religion & Spirituality
lena dunham lets girls snl biblical skit,,0.39,natural,IAB23 Religion & Spirituality
"Catholicism has a rich and complex history, and it has played a significant role in shaping Western civilization.",,0.39,synthetic,IAB23 Religion & Spirituality
mers abating still could threaten hajj,,0.39,natural,IAB23 Religion & Spirituality
sony exec heaven real everyone talks role faith,,0.39,natural,IAB23 Religion & Spirituality
bishops say cesar chavez film shows catholic social justice,,0.39,natural,IAB23 Religion & Spirituality
christians observe good friday around world,,0.39,natural,IAB23 Religion & Spirituality
first official look fifty shades grey character christian grey revealed,,0.39,natural,IAB23 Religion & Spirituality
walking deads christian serratos twisted season finale,,0.38,natural,IAB23 Religion & Spirituality
ministry defence group perform umrah,,0.38,natural,IAB23 Religion & Spirituality
50 shades grey gets religious twist godly romance movie hopes,,0.38,natural,IAB23 Religion & Spirituality
religious leaders adopt action plan fight ebola liberia,,0.38,natural,IAB23 Religion & Spirituality
first look christian grey fifty shades grey,,0.38,natural,IAB23 Religion & Spirituality
volunteers usher passover delivery 260 kosher food bags,,0.38,natural,IAB23 Religion & Spirituality
church activities transylvania county,,0.38,natural,IAB23 Religion & Spirituality
kim kourtney kardashian kris jenner helicopter nyc church,,0.38,natural,IAB23 Religion & Spirituality
"The LDS Church was founded in 1830 by Joseph Smith, who claimed to have received a series of revelations from God.",,0.38,synthetic,IAB23 Religion & Spirituality
hot fifty shades first pic christian grey,,0.38,natural,IAB23 Religion & Spirituality
"Key figures in Christianity include Jesus Christ, the apostles, and the early Church fathers.",,0.38,synthetic,IAB23 Religion & Spirituality
katy perry sued rapper turning christian song witchcraft,,0.38,natural,IAB23 Religion & Spirituality
first united methodist church,,0.38,natural,IAB23 Religion & Spirituality
church takes stations cross throughout downtown frederick,,0.38,natural,IAB23 Religion & Spirituality
"Buddhism has a rich history and tradition, with a vast body of scriptures and teachings that continue to inspire and guide practitioners today.",,0.38,synthetic,IAB23 Religion & Spirituality
book mormon cleans olivier awards,,0.38,natural,IAB23 Religion & Spirituality
bcmlholy landgood friday1st ldwritethru,,0.38,natural,IAB23 Religion & Spirituality
pope francis phones divorced woman say receive communion,,0.38,natural,IAB23 Religion & Spirituality
christian pilgrims jerusalem find path via dolorosa ever,,0.38,natural,IAB23 Religion & Spirituality
church events,,0.38,natural,IAB23 Religion & Spirituality
alibaba go baba nyse,,0.38,natural,IAB23 Religion & Spirituality
Islam teaches that all people are equal before God.,,0.38,synthetic,IAB23 Religion & Spirituality
gospel story jesus resurrection source deep rifts christian religion,,0.38,natural,IAB23 Religion & Spirituality
"Throughout history, painting has been used to express religious beliefs, tell stories, and capture the beauty of the natural world.",,0.38,synthetic,IAB23 Religion & Spirituality
judges ruling setback religious right justina pelletier case,,0.37,natural,IAB23 Religion & Spirituality
madonna celebrates jewish holiday mother dragons,,0.37,natural,IAB23 Religion & Spirituality
"The future of Buddhism is uncertain, but it is likely to continue to evolve and adapt to the changing needs of the world.",,0.37,synthetic,IAB23 Religion & Spirituality
"Current trends in Paganism and Wicca reflect evolving spiritual needs, social consciousness, and interfaith connections.",,0.37,synthetic,IAB23 Religion & Spirituality
filipino devotees reenact crucifixion christ,,0.37,natural,IAB23 Religion & Spirituality
chris christies back latenight comfort zone,,0.37,natural,IAB23 Religion & Spirituality
share faith good friday,,0.37,natural,IAB23 Religion & Spirituality
tracy morgans fiancee blocks mom praying bedside,,0.37,natural,IAB23 Religion & Spirituality
darren aronofsky darren aronofsky noah avoid cliché bible movies,,0.37,natural,IAB23 Religion & Spirituality
katy perry stole song say christian rappers dark horse,,0.37,natural,IAB23 Religion & Spirituality
Judaism is a religion that emphasizes the importance of family and community.,,0.37,synthetic,IAB23 Religion & Spirituality
recipes honor jewish tradition passover,,0.37,natural,IAB23 Religion & Spirituality
biblical epic film noah tests director aronofskys blockbuster chops,,0.37,natural,IAB23 Religion & Spirituality
faith factor celebrate renewal joy,,0.37,natural,IAB23 Religion & Spirituality
israel urged respect religious freedom,,0.37,natural,IAB23 Religion & Spirituality
new york citys 911 museum dedicated hailed sacred place,,0.37,natural,IAB23 Religion & Spirituality
peoria area pastors share easter tweets,,0.37,natural,IAB23 Religion & Spirituality
irish whiskey saint patricks day thats lie,,0.37,natural,IAB23 Religion & Spirituality
ap photos marking jesus journey good friday,,0.37,natural,IAB23 Religion & Spirituality
noahs ark review world broken god wants noah fix,,0.37,natural,IAB23 Religion & Spirituality
kosher cocacola back passover,,0.37,natural,IAB23 Religion & Spirituality
Judaism is a religion that is constantly evolving.,,0.37,synthetic,IAB23 Religion & Spirituality
easter services st james church coundon,,0.37,natural,IAB23 Religion & Spirituality
west orange jewish community prepares start passover,,0.36,natural,IAB23 Religion & Spirituality
katy perry sued christian rappers lecrae flame john reilly,,0.36,natural,IAB23 Religion & Spirituality
holy weekeaster services,,0.36,natural,IAB23 Religion & Spirituality
peaches geldof dead funeral easter monday church,,0.36,natural,IAB23 Religion & Spirituality
heaven film faith questioning,,0.36,natural,IAB23 Religion & Spirituality
heaven real star found faith leaving hollywood trailer,,0.36,natural,IAB23 Religion & Spirituality
saudi government issued advisory regarding hajjumrah,,0.36,natural,IAB23 Religion & Spirituality
10 bible movies weirder noah,,0.36,natural,IAB23 Religion & Spirituality
catholic organizations encourage ice bucket donations iowa cityarea,,0.36,natural,IAB23 Religion & Spirituality
gwyneth paltrow chris martin split kabbalah strict diets push,,0.36,natural,IAB23 Religion & Spirituality
brad paisley takes selfie westboro baptist church,,0.36,natural,IAB23 Religion & Spirituality
darren aronofsky calls noah least biblical film ever made,,0.36,natural,IAB23 Religion & Spirituality
bad moon rising preacher ties blood moons biblical prophecies,,0.36,natural,IAB23 Religion & Spirituality
prayer hour despair,,0.36,natural,IAB23 Religion & Spirituality
christian pastors warn blood moon omen armageddon second,,0.36,natural,IAB23 Religion & Spirituality
justin bieber visits japans yasukuni shrine,,0.36,natural,IAB23 Religion & Spirituality
story easter sunday authenticates christs resurrection,,0.36,natural,IAB23 Religion & Spirituality
bill mattos celebrating resurrection promise eternal life,,0.36,natural,IAB23 Religion & Spirituality
911 memorial sacred place healing hope,,0.36,natural,IAB23 Religion & Spirituality
"Buddhism has the potential to make a significant contribution to the world, promoting compassion, understanding, and peace.",,0.36,synthetic,IAB23 Religion & Spirituality
people need faith explanations easter,,0.36,natural,IAB23 Religion & Spirituality
"The future of Buddhism is bright, with increasing interest in its teachings and practices worldwide.",,0.36,synthetic,IAB23 Religion & Spirituality
time churchs easter sunday service find map click,,0.36,natural,IAB23 Religion & Spirituality
balinese patung stone deities,,0.36,synthetic,IAB23 Religion & Spirituality
christians anticipate joy easter via christs death,,0.36,natural,IAB23 Religion & Spirituality
nasas ldsd mission launch first week june,,0.36,natural,IAB23 Religion & Spirituality
christians israeli restrictions spoiling easter celebrations jerusalem,,0.36,natural,IAB23 Religion & Spirituality
smalltown life faith tested heaven real,,0.36,natural,IAB23 Religion & Spirituality
new york jewish community prepares start passover,,0.35,natural,IAB23 Religion & Spirituality
snake salvation pastor cody coots survives snake bite months bite killed,,0.35,natural,IAB23 Religion & Spirituality
praying hit noah premiere,,0.35,natural,IAB23 Religion & Spirituality
jesus sonic drink,,0.35,natural,IAB23 Religion & Spirituality
prayers mark good friday,,0.35,natural,IAB23 Religion & Spirituality
catholic priests take ice bucket challenge,,0.35,natural,IAB23 Religion & Spirituality
walking dead promotes alanna masterson christian serratos andrew j,,0.35,natural,IAB23 Religion & Spirituality
variety holy week observances available,,0.35,natural,IAB23 Religion & Spirituality
heaven real movie generating divided christian opinion,,0.35,natural,IAB23 Religion & Spirituality
country singers westboro baptist church selfie,,0.35,natural,IAB23 Religion & Spirituality
worries banco espirito santo probe lift portuguese yields,,0.35,natural,IAB23 Religion & Spirituality
"The LDS Church is known for its unique beliefs and practices, including the belief in a living prophet, the practice of polygamy (which was discontinued in 1890), and the use of secret temple ceremonies.",,0.35,synthetic,IAB23 Religion & Spirituality
katy perry sued christian rapper singing witchcraft,,0.35,natural,IAB23 Religion & Spirituality
religious services 41814,,0.35,natural,IAB23 Religion & Spirituality
passover 2014 date history traditions,,0.35,natural,IAB23 Religion & Spirituality
northampton town centre church opening doors easter shoppers,,0.35,natural,IAB23 Religion & Spirituality
"Despite these controversies, the LDS Church remains a major force in American religion and society.",,0.35,synthetic,IAB23 Religion & Spirituality
passover night different nights,,0.35,natural,IAB23 Religion & Spirituality
fifty shades grey film shares first look christian grey,,0.35,natural,IAB23 Religion & Spirituality
peaches geldofs funeral take place easter monday church,,0.35,natural,IAB23 Religion & Spirituality
peaches geldofs funeral takes place kent church married,,0.35,natural,IAB23 Religion & Spirituality
mers concern haj,,0.35,natural,IAB23 Religion & Spirituality
church roundup,,0.35,natural,IAB23 Religion & Spirituality
york church celebrates palm sunday fair trade palm fronds,,0.35,natural,IAB23 Religion & Spirituality
faithbased laughs moms night,,0.35,natural,IAB23 Religion & Spirituality
greek wedding heading back aisle,,0.35,natural,IAB23 Religion & Spirituality
went rock gods gathered inducted,,0.35,natural,IAB23 Religion & Spirituality
quickie seder guides diminish meaning passover,,0.35,natural,IAB23 Religion & Spirituality
madonna marks 25th anniversary like prayer dares hairy,,0.34,natural,IAB23 Religion & Spirituality
urge nigerians reflect significance lessons piety,,0.34,natural,IAB23 Religion & Spirituality
peaches geldofs funeral set take place easter monday church,,0.34,natural,IAB23 Religion & Spirituality
pope stirs communion debate call woman,,0.34,natural,IAB23 Religion & Spirituality
"The Church of Jesus Christ of Latter-day Saints (LDS Church), also known as the Mormon Church, is a Christian denomination that considers itself to be the restoration of the original church founded by Jesus Christ.",,0.34,synthetic,IAB23 Religion & Spirituality
selena gomez justin bieber praying together amid reconciliation hes,,0.34,natural,IAB23 Religion & Spirituality
"Controversies surrounding Paganism and Wicca have centered on issues of religious recognition, legal rights, and societal acceptance.",,0.34,synthetic,IAB23 Religion & Spirituality
new mobile app helps plan organize passover preparations,,0.34,natural,IAB23 Religion & Spirituality
shailene woodley religion earth,,0.34,natural,IAB23 Religion & Spirituality
year bible hollywood,,0.34,natural,IAB23 Religion & Spirituality
moms night mostly funny comedy softpedaling faithbased lessons,,0.34,natural,IAB23 Religion & Spirituality
pope francis tells divorced woman allowed receive communion,,0.34,natural,IAB23 Religion & Spirituality
madonna shows jury duty releases lyrics new song messiah,,0.34,natural,IAB23 Religion & Spirituality
jeff deloach forgiven jesus paid,,0.34,natural,IAB23 Religion & Spirituality
religion notes,,0.34,natural,IAB23 Religion & Spirituality
Judaism is a religion that emphasizes family and community.,,0.34,synthetic,IAB23 Religion & Spirituality
relay life rally scheduled,,0.34,natural,IAB23 Religion & Spirituality
phil robertson sermon video phil slams homosexuality church applause roars,,0.34,natural,IAB23 Religion & Spirituality
authorities investigating two priests attacked wednesday night,,0.34,natural,IAB23 Religion & Spirituality
essence fest 2014 share photos,,0.34,natural,IAB23 Religion & Spirituality
pastor todd stocker easter lifechanging event available,,0.34,natural,IAB23 Religion & Spirituality
brad paisley took unimpressed selfie westboro baptist church,,0.34,natural,IAB23 Religion & Spirituality
"Some atheists and agnostics identify as spiritual, while others do not.",,0.34,synthetic,IAB23 Religion & Spirituality
pope stirs debate inviting divorced woman receive communion,,0.34,natural,IAB23 Religion & Spirituality
spore travel agents say mers saudi affecting pilgrimages,,0.34,natural,IAB23 Religion & Spirituality
noah review biblical epic scifi saga bibles version,,0.34,natural,IAB23 Religion & Spirituality
israeli families gather ritual passover meal holiday marred fatal west,,0.34,natural,IAB23 Religion & Spirituality
harvard study suggests jesus wife document fake,,0.34,natural,IAB23 Religion & Spirituality
easter approaches churches celebrate good friday,,0.33,natural,IAB23 Religion & Spirituality
chimerica book mormon win oliviers,,0.33,natural,IAB23 Religion & Spirituality
rapper benzino shot funeral procession mother duxbury mass,,0.33,natural,IAB23 Religion & Spirituality
cosmos say religion,,0.33,natural,IAB23 Religion & Spirituality
jewish community burns leavened products start passover,,0.33,natural,IAB23 Religion & Spirituality
manville priests bless easter food saturday,,0.33,natural,IAB23 Religion & Spirituality
religious films begin flood market,,0.33,natural,IAB23 Religion & Spirituality
"Catholic beliefs and practices are based on the teachings of Jesus Christ, as well as on tradition, scripture, and the writings of the Church Fathers.",,0.33,synthetic,IAB23 Religion & Spirituality
sasha shulgin godfather ecstasy takes final trip death,,0.33,natural,IAB23 Religion & Spirituality
royal meeting lorde touches base royals muse,,0.33,natural,IAB23 Religion & Spirituality
jesus lesson real greatness lies service still true,,0.33,natural,IAB23 Religion & Spirituality
area churches holding easter services,,0.33,natural,IAB23 Religion & Spirituality
meshach taylor passes away 67,,0.33,natural,IAB23 Religion & Spirituality
daily times chuch events,,0.33,natural,IAB23 Religion & Spirituality
movie critic responds seth rogen article linking neighbors santa,,0.33,natural,IAB23 Religion & Spirituality
portugals espirito santo bank crisis,,0.33,natural,IAB23 Religion & Spirituality
tiny church keeping sight cerseis breasts,,0.33,natural,IAB23 Religion & Spirituality
meet cast transcendence front row anupama chopra,,0.33,natural,IAB23 Religion & Spirituality
balinese stone garden shrines,,0.33,synthetic,IAB23 Religion & Spirituality
justin bieber apologizes japan shrine visit sparks anger,,0.33,natural,IAB23 Religion & Spirituality
mediatakeout mto kim kardashian jesus remarks,,0.33,natural,IAB23 Religion & Spirituality
assumption school joins ice bucket challenge craze,,0.33,natural,IAB23 Religion & Spirituality
local churches hold special worship services easter,,0.33,natural,IAB23 Religion & Spirituality
"Europe is also a popular destination for religious tourism, with many people visiting the Vatican City, the birthplace of Christianity.",,0.33,synthetic,IAB23 Religion & Spirituality
essence festival celebrates 20th anniversary,,0.33,natural,IAB23 Religion & Spirituality
fifteen best movies inspired jesus,,0.33,natural,IAB23 Religion & Spirituality
"The Buddhist community is diverse and inclusive, welcoming people from all walks of life to explore the teachings and practices of the Buddha.",,0.33,synthetic,IAB23 Religion & Spirituality
katy perry sued christian rapper ripping song dark horse,,0.33,natural,IAB23 Religion & Spirituality
kapahi couple opens home passover dinner,,0.33,natural,IAB23 Religion & Spirituality
saudi arabias 16 billion religious tourism risk mers outbreak,,0.32,natural,IAB23 Religion & Spirituality
see first photo christian grey 50 shades movie,,0.32,natural,IAB23 Religion & Spirituality
russell crowe wont meeting pope francis despite campaign noah star,,0.32,natural,IAB23 Religion & Spirituality
easter 2014 amid celebrations tension jerusalem prayers boston,,0.32,natural,IAB23 Religion & Spirituality
homenewsworldisrael prepares passover holiday celebrates,,0.32,natural,IAB23 Religion & Spirituality
"Ancient Egyptians worshipped cats as sacred animals, believing them to be divine beings.",,0.32,synthetic,IAB23 Religion & Spirituality
noah studio recut 86 minutes long ended christian rock song,,0.32,natural,IAB23 Religion & Spirituality
sherri shepherd says bible showed time exit view,,0.32,natural,IAB23 Religion & Spirituality
christians holy land reenact crucifixion christ,,0.32,natural,IAB23 Religion & Spirituality
goddess thunder marvels new thor woman,,0.32,natural,IAB23 Religion & Spirituality
local churches offer saturday easter services,,0.32,natural,IAB23 Religion & Spirituality
study claims papyrus says jesus wife real,,0.32,natural,IAB23 Religion & Spirituality
commentary religious tide turns noah,,0.32,natural,IAB23 Religion & Spirituality
angus jones opens leaving two half men religious beliefs,,0.32,natural,IAB23 Religion & Spirituality
restaurant bans shia labeoufs entry,,0.32,natural,IAB23 Religion & Spirituality
katy perry sued christian rappers dark horse,,0.32,natural,IAB23 Religion & Spirituality
christians really steal easter,,0.31,natural,IAB23 Religion & Spirituality
sacred place dedicated,,0.31,natural,IAB23 Religion & Spirituality
going shia labeouf weird footage surfaces,,0.31,natural,IAB23 Religion & Spirituality
book mormon quadruple winner olivier awards,,0.31,natural,IAB23 Religion & Spirituality
hgtv cancelled flip forward show stars biblical worldview,,0.31,natural,IAB23 Religion & Spirituality
starnes exhgtv hosts faith costs us tv show,,0.31,natural,IAB23 Religion & Spirituality
god country,,0.31,natural,IAB23 Religion & Spirituality
Buddhism is a living tradition that continues to evolve and adapt to the changing needs of the world.,,0.31,synthetic,IAB23 Religion & Spirituality
"Buddhism encourages us to develop wisdom and compassion, and to strive for the benefit of all beings.",,0.31,synthetic,IAB23 Religion & Spirituality
church celebrates easter weekend unique way,,0.31,natural,IAB23 Religion & Spirituality
The Buddhist teachings on karma and rebirth encourage us to take responsibility for our actions and to strive for a life of virtue.,,0.31,synthetic,IAB23 Religion & Spirituality
rapper benzino shot funeral procession mass,,0.31,natural,IAB23 Religion & Spirituality
cross walk unites local churches good friday,,0.31,natural,IAB23 Religion & Spirituality
dina lohan gets passover miracle,,0.31,natural,IAB23 Religion & Spirituality
"Despite these challenges, Catholicism remains a vibrant and influential force in the world today, and it is likely to continue to play a significant role in the future.",,0.31,synthetic,IAB23 Religion & Spirituality
carol hunt still believe mumbo ju mbo mmr vaccine,,0.31,natural,IAB23 Religion & Spirituality
911 memorial sacred ground,,0.31,natural,IAB23 Religion & Spirituality
review heaven tells story faith without questions,,0.31,natural,IAB23 Religion & Spirituality
ird christs resurrection power yet prevails,,0.31,natural,IAB23 Religion & Spirituality
Alternative Religions: A Growing Phenomenon,,0.31,synthetic,IAB23 Religion & Spirituality
anna faith carlson reallife queen elsa frozen,,0.31,natural,IAB23 Religion & Spirituality
reading rainbow revival levar burton launches kickstarter campaign,,0.31,natural,IAB23 Religion & Spirituality
passover seder missing third jew,,0.31,natural,IAB23 Religion & Spirituality
jesus ordeal cross,,0.31,natural,IAB23 Religion & Spirituality
colin kaepernick says fans faith misplaced,,0.31,natural,IAB23 Religion & Spirituality
