text,labels,confidence,source,iab_label
mayor garcetti wins stanley cup bet de blasio sing love la jimmy,,0.47,natural,IAB17 Sports
zac efron got punched homeless person skid row,,0.47,natural,IAB17 Sports
oscar pistorius trial agent says athlete planned trips steenkamp,,0.47,natural,IAB17 Sports
channing tatum jonah hill offer unconvincing world cup flopping tips,,0.47,natural,IAB17 Sports
nike denies scrapping fuelband admits small number layoffs,,0.47,natural,IAB17 Sports
st vincent stars saturday night live trailers watch,,0.47,natural,IAB17 Sports
pitbull debuts 2014 brazil world cup song one,,0.47,natural,IAB17 Sports
2014 world wide field day,,0.47,natural,IAB17 Sports
la mayor uses obscenity lauding teams stanley cup win,,0.47,natural,IAB17 Sports
lebron james method man join judd apatows comedy trainwreck,,0.47,natural,IAB17 Sports
gal gadot concludes batman v superman shoot,,0.47,natural,IAB17 Sports
"The future of skateboarding looks promising, with continued growth in participation and recognition as a mainstream sport.",,0.47,synthetic,IAB17 Sports
make fans real happy pharrell williams new coach,,0.47,natural,IAB17 Sports
sp 500 closes new closing high,,0.47,natural,IAB17 Sports
seth rogen vs washington post violent elliot rodger santa barbara,,0.47,natural,IAB17 Sports
nintendo posts loss despite wii u sales tripling quarter,,0.47,natural,IAB17 Sports
iliad vs sprint tmobile us gets another suitor,,0.47,natural,IAB17 Sports
10 best tweets game thrones purple wedding,,0.47,natural,IAB17 Sports
lorde meets baseball player inspired royals,,0.47,natural,IAB17 Sports
snow white huntsman 2 looking cut kristen stewart frank,,0.47,natural,IAB17 Sports
**1936:** The first kayak race is held in Germany.,,0.47,synthetic,IAB17 Sports
amid angry protests world cup party goes coke budweiser,,0.47,natural,IAB17 Sports
justin bieber surprises sxsw performance,,0.47,natural,IAB17 Sports
game thrones frenzied aftermath,,0.47,natural,IAB17 Sports
video ricky martin opens dwts new world cup song vida,,0.47,natural,IAB17 Sports
voice recap sisaundra lewis kills best battle ever watch,,0.47,natural,IAB17 Sports
Notable events in inline skating include the World Inline Speed Skating Championships and the X Games.,,0.47,synthetic,IAB17 Sports
new wwe world heavyweight champion,,0.47,natural,IAB17 Sports
10 things even italian plumbers dont know mario kart,,0.47,natural,IAB17 Sports
npd february 2014 report ps4 ahead xbox one wii u sales increase,,0.47,natural,IAB17 Sports
jamie foxx talks play mike tyson biopic boxer says,,0.47,natural,IAB17 Sports
mario kart 8 couldnt outrace nintendos 97m loss last quarter,,0.47,natural,IAB17 Sports
footage worlds tallest waterslide test run make wet,,0.47,natural,IAB17 Sports
games welcome back xbox one,,0.47,natural,IAB17 Sports
marquez storms victory texas,,0.47,natural,IAB17 Sports
bachelorette contestant eric hill dies paragliding utah,,0.47,natural,IAB17 Sports
duke vs duke university takes movie stars heirs bourbon battle,,0.47,natural,IAB17 Sports
running could add 3 years life,,0.47,natural,IAB17 Sports
sp poised pause best rally since may,,0.47,natural,IAB17 Sports
voice recap live playoffs begin killer covers adele katy perry,,0.47,natural,IAB17 Sports
pistoriuss temper spotlight,,0.47,natural,IAB17 Sports
batman vs superman batmobile teased zack snyder picture,,0.47,natural,IAB17 Sports
george zimmerman signs autographs florida gun show,,0.47,natural,IAB17 Sports
zac efron skid row brawl,,0.47,natural,IAB17 Sports
The Rise of eSports Racing: Virtual Competition and Fan Engagement,,0.47,synthetic,IAB17 Sports
movie review costner scores draft day,,0.47,natural,IAB17 Sports
homer simpson takes ice bucket challenge quickly regrets,,0.47,natural,IAB17 Sports
6 memorable quotes day songzas cofounder destroyed mini golf,,0.47,natural,IAB17 Sports
Pickup trucks have played a significant role in the development of off-roading and adventure sports.,,0.47,synthetic,IAB17 Sports
"Paintball is a relatively inexpensive sport to play, making it accessible to people of all socioeconomic backgrounds.",,0.47,synthetic,IAB17 Sports
sprint next give free trial periods shot,,0.47,natural,IAB17 Sports
poseys home run caps giant rally 98 victory,,0.46,natural,IAB17 Sports
sprint announces samsung galaxy s5 galaxy gear availability,,0.46,natural,IAB17 Sports
sp 500 falls shy record breaks 4 days gains,,0.46,natural,IAB17 Sports
rep mccollum ruling redskins trademark victory decency,,0.46,natural,IAB17 Sports
orlando bloom justin bieber second fight stars actually fought twice,,0.46,natural,IAB17 Sports
running shoes for flat feet,,0.46,synthetic,IAB17 Sports
game thrones new memorial day weekend 2014,,0.46,natural,IAB17 Sports
captain america soars tops rio 2 win us box office 0,,0.46,natural,IAB17 Sports
woman dominates american ninja warrior obstacle course,,0.46,natural,IAB17 Sports
green arrows mean st paddys,,0.46,natural,IAB17 Sports
big game hunters preserving species,,0.46,natural,IAB17 Sports
