text,iab_label,confidence,source
Basundi,IAB8 Food & Drink,0.85,natural
Dhondas,IAB8 Food & Drink,0.85,natural
Doodhpak,IAB8 Food & Drink,0.85,natural
Mahim halwa,IAB8 Food & Drink,0.85,natural
Modak,IAB8 Food & Drink,0.85,natural
Shankarpali,IAB8 Food & Drink,0.85,natural
Shrikhand,IAB8 Food & Drink,0.85,natural
Sutar feni,IAB8 Food & Drink,0.85,natural
Maach Jhol,IAB8 Food & Drink,0.85,natural
Pork Bharta,IAB8 Food & Drink,0.85,natural
Chak Hao Kheer,IAB8 Food & Drink,0.85,natural
Galho,IAB8 Food & Drink,0.85,natural
Aloo gobi,IAB8 Food & Drink,0.85,natural
Aloo tikki,IAB8 Food & Drink,0.85,natural
Aloo matar,IAB8 Food & Drink,0.85,natural
Aloo methi,IAB8 Food & Drink,0.85,natural
Aloo shimla mirch,IAB8 Food & Drink,0.85,natural
Bhatura,IAB8 Food & Drink,0.85,natural
Bhindi masala,IAB8 Food & Drink,0.85,natural
Biryani,IAB8 Food & Drink,0.85,natural
Butter chicken,IAB8 Food & Drink,0.85,natural
Chana masala,IAB8 Food & Drink,0.85,natural
Chapati,IAB8 Food & Drink,0.85,natural
Chicken razala,IAB8 Food & Drink,0.85,natural
Chicken Tikka masala,IAB8 Food & Drink,0.85,natural
Chicken Tikka,IAB8 Food & Drink,0.85,natural
Chole bhature,IAB8 Food & Drink,0.85,natural
Daal baati churma,IAB8 Food & Drink,0.85,natural
Daal puri,IAB8 Food & Drink,0.85,natural
Dal makhani,IAB8 Food & Drink,0.85,natural
Dal tadka,IAB8 Food & Drink,0.85,natural
Dum aloo,IAB8 Food & Drink,0.85,natural
Poha,IAB8 Food & Drink,0.85,natural
Fara Central,IAB8 Food & Drink,0.85,natural
Kachori,IAB8 Food & Drink,0.85,natural
Kadai paneer,IAB8 Food & Drink,0.85,natural
Kadhi pakoda,IAB8 Food & Drink,0.85,natural
Karela bharta,IAB8 Food & Drink,0.85,natural
Khichdi -,IAB8 Food & Drink,0.85,natural
Kofta,IAB8 Food & Drink,0.85,natural
Kulfi falooda -,IAB8 Food & Drink,0.85,natural
Lauki ke kofte,IAB8 Food & Drink,0.85,natural
Lauki ki subji -,IAB8 Food & Drink,0.85,natural
Litti chokha,IAB8 Food & Drink,0.85,natural
Makki di roti sarson da saag,IAB8 Food & Drink,0.85,natural
Misi roti,IAB8 Food & Drink,0.85,natural
Mushroom do pyaza,IAB8 Food & Drink,0.85,natural
Mushroom matar,IAB8 Food & Drink,0.85,natural
Naan,IAB8 Food & Drink,0.85,natural
Navrattan korma,IAB8 Food & Drink,0.85,natural
Palak paneer,IAB8 Food & Drink,0.85,natural
Paneer butter masala,IAB8 Food & Drink,0.85,natural
Paneer tikka masala,IAB8 Food & Drink,0.85,natural
Pani puri -,IAB8 Food & Drink,0.85,natural
Panjeeri nan,IAB8 Food & Drink,0.85,natural
Papad -,IAB8 Food & Drink,0.85,natural
Paratha,IAB8 Food & Drink,0.85,natural
Pattor,IAB8 Food & Drink,0.85,natural
Pindi chana,IAB8 Food & Drink,0.85,natural
Rajma chaval,IAB8 Food & Drink,0.85,natural
Rongi,IAB8 Food & Drink,0.85,natural
Samosa -,IAB8 Food & Drink,0.85,natural
Sattu ki roti,IAB8 Food & Drink,0.85,natural
Shahi paneer,IAB8 Food & Drink,0.85,natural
Shahi tukra,IAB8 Food & Drink,0.85,natural
Vegetable jalfrezi,IAB8 Food & Drink,0.85,natural
Tandoori Chicken,IAB8 Food & Drink,0.85,natural
Tandoori Fish Tikka,IAB8 Food & Drink,0.85,natural
Attu,IAB8 Food & Drink,0.85,natural
Avial,IAB8 Food & Drink,0.85,natural
Bisi bele bath,IAB8 Food & Drink,0.85,natural
Currivepillai sadam,IAB8 Food & Drink,0.85,natural
Dosa,IAB8 Food & Drink,0.85,natural
Idiappam,IAB8 Food & Drink,0.85,natural
Idli,IAB8 Food & Drink,0.85,natural
Kanji,IAB8 Food & Drink,0.85,natural
Kaara kozhambu,IAB8 Food & Drink,0.85,natural
Keerai kootu,IAB8 Food & Drink,0.85,natural
Keerai masiyal,IAB8 Food & Drink,0.85,natural
Keerai sadam,IAB8 Food & Drink,0.85,natural
Keerai poriyal,IAB8 Food & Drink,0.85,natural
Beef Fry,IAB8 Food & Drink,0.85,natural
Kootu,IAB8 Food & Drink,0.85,natural
Kos kootu,IAB8 Food & Drink,0.85,natural
Koshambri,IAB8 Food & Drink,0.85,natural
Kothamali sadam,IAB8 Food & Drink,0.85,natural
Kuzhakkattai,IAB8 Food & Drink,0.85,natural
Kuzhambu,IAB8 Food & Drink,0.85,natural
Masala Dosa,IAB8 Food & Drink,0.85,natural
Pachadi,IAB8 Food & Drink,0.85,natural
Paniyaram,IAB8 Food & Drink,0.85,natural
Papadum,IAB8 Food & Drink,0.85,natural
Paravannam,IAB8 Food & Drink,0.85,natural
Payasam,IAB8 Food & Drink,0.85,natural
Paruppu sadam,IAB8 Food & Drink,0.85,natural
Pesarattu,IAB8 Food & Drink,0.85,natural
Poriyal,IAB8 Food & Drink,0.85,natural
Puli sadam,IAB8 Food & Drink,0.85,natural
Rasam,IAB8 Food & Drink,0.85,natural
Puttu,IAB8 Food & Drink,0.85,natural
Sambar,IAB8 Food & Drink,0.85,natural
Sandige,IAB8 Food & Drink,0.85,natural
Sevai,IAB8 Food & Drink,0.85,natural
Thayir sadam,IAB8 Food & Drink,0.85,natural
Theeyal,IAB8 Food & Drink,0.85,natural
Uttapam,IAB8 Food & Drink,0.85,natural
Vada,IAB8 Food & Drink,0.85,natural
Chicken Varuval,IAB8 Food & Drink,0.85,natural
Upma -,IAB8 Food & Drink,0.85,natural
Amti,IAB8 Food & Drink,0.85,natural
Zunka,IAB8 Food & Drink,0.85,natural
Kolim Jawla,IAB8 Food & Drink,0.85,natural
Saath,IAB8 Food & Drink,0.85,natural
Bajri no rotlo,IAB8 Food & Drink,0.85,natural
Coconut vadi,IAB8 Food & Drink,0.85,natural
Bhakri,IAB8 Food & Drink,0.85,natural
Bombil fry,IAB8 Food & Drink,0.85,natural
Chakali,IAB8 Food & Drink,0.85,natural
Chevdo,IAB8 Food & Drink,0.85,natural
Chorafali,IAB8 Food & Drink,0.85,natural
Copra paak,IAB8 Food & Drink,0.85,natural
Daal Dhokli,IAB8 Food & Drink,0.85,natural
Kutchi dabeli,IAB8 Food & Drink,0.85,natural
Dahi vada,IAB8 Food & Drink,0.85,natural
Dalithoy,IAB8 Food & Drink,0.85,natural
Dhokla,IAB8 Food & Drink,0.85,natural
Dudhi halwa,IAB8 Food & Drink,0.85,natural
Gatta curry,IAB8 Food & Drink,0.85,natural
Gud papdi,IAB8 Food & Drink,0.85,natural
Ghooghra,IAB8 Food & Drink,0.85,natural
Handwo,IAB8 Food & Drink,0.85,natural
Halvasan,IAB8 Food & Drink,0.85,natural
Jeera Aloo,IAB8 Food & Drink,0.85,natural
Kansar,IAB8 Food & Drink,0.85,natural
Keri no ras,IAB8 Food & Drink,0.85,natural
Khakhra,IAB8 Food & Drink,0.85,natural
Khandvi,IAB8 Food & Drink,0.85,natural
Kombdi vade,IAB8 Food & Drink,0.85,natural
Laapsi Central,IAB8 Food & Drink,0.85,natural
Koshimbir,IAB8 Food & Drink,0.85,natural
Methi na Gota,IAB8 Food & Drink,0.85,natural
Mohanthal,IAB8 Food & Drink,0.85,natural
Muthiya,IAB8 Food & Drink,0.85,natural
Patra,IAB8 Food & Drink,0.85,natural
Pav Bhaji,IAB8 Food & Drink,0.85,natural
Puri Bhaji,IAB8 Food & Drink,0.85,natural
Sabudana Khichadi,IAB8 Food & Drink,0.85,natural
Sev khamani,IAB8 Food & Drink,0.85,natural
Sev tameta,IAB8 Food & Drink,0.85,natural
Namakpara,IAB8 Food & Drink,0.85,natural
Sukhdi,IAB8 Food & Drink,0.85,natural
Surnoli,IAB8 Food & Drink,0.85,natural
Thalipeeth,IAB8 Food & Drink,0.85,natural
Undhiyu,IAB8 Food & Drink,0.85,natural
Veg Kolhapuri,IAB8 Food & Drink,0.85,natural
Vindaloo,IAB8 Food & Drink,0.85,natural
Lilva Kachori,IAB8 Food & Drink,0.85,natural
Mag Dhokli,IAB8 Food & Drink,0.85,natural
Khichu,IAB8 Food & Drink,0.85,natural
Thepla,IAB8 Food & Drink,0.85,natural
Farsi Puri,IAB8 Food & Drink,0.85,natural
Khaman,IAB8 Food & Drink,0.85,natural
Turiya Patra Vatana sabji,IAB8 Food & Drink,0.85,natural
Churma Ladoo,IAB8 Food & Drink,0.85,natural
Cheera Doi,IAB8 Food & Drink,0.85,natural
Gheela Pitha,IAB8 Food & Drink,0.85,natural
Khar,IAB8 Food & Drink,0.85,natural
Kumol Sawul,IAB8 Food & Drink,0.85,natural
Luchi,IAB8 Food & Drink,0.85,natural
Alu Pitika,IAB8 Food & Drink,0.85,natural
Masor tenga,IAB8 Food & Drink,0.85,natural
Bengena Pitika,IAB8 Food & Drink,0.85,natural
Bilahi Maas,IAB8 Food & Drink,0.85,natural
Black rice,IAB8 Food & Drink,0.85,natural
Bora Sawul,IAB8 Food & Drink,0.85,natural
Brown Rice -,IAB8 Food & Drink,0.85,natural
Chingri malai curry,IAB8 Food & Drink,0.85,natural
Goja,IAB8 Food & Drink,0.85,natural
Hando Guri,IAB8 Food & Drink,0.85,natural
Haq Maas,IAB8 Food & Drink,0.85,natural
Chingri Bhape,IAB8 Food & Drink,0.85,natural
Kabiraji,IAB8 Food & Drink,0.85,natural
Khorisa,IAB8 Food & Drink,0.85,natural
Koldil Chicken,IAB8 Food & Drink,0.85,natural
Konir Dom,IAB8 Food & Drink,0.85,natural
Koldil Duck,IAB8 Food & Drink,0.85,natural
Masor Koni,IAB8 Food & Drink,0.85,natural
Mishti Chholar Dal,IAB8 Food & Drink,0.85,natural
Pakhala,IAB8 Food & Drink,0.85,natural
Pani Pitha,IAB8 Food & Drink,0.85,natural
Payokh,IAB8 Food & Drink,0.85,natural
Prawn malai curry,IAB8 Food & Drink,0.85,natural
Red Rice -,IAB8 Food & Drink,0.85,natural
Shukto,IAB8 Food & Drink,0.85,natural
Til Pitha,IAB8 Food & Drink,0.85,natural
Bebinca,IAB8 Food & Drink,0.85,natural
Shufta,IAB8 Food & Drink,0.85,natural
Mawa Bati Central,IAB8 Food & Drink,0.85,natural
Pinaca,IAB8 Food & Drink,0.85,natural
McDonald's Quick Service,IAB8 Food & Drink,0.85,natural
Starbucks Quick Service,IAB8 Food & Drink,0.85,natural
Chick-fil-A Quick Service,IAB8 Food & Drink,0.85,natural
Taco Bell Quick Service,IAB8 Food & Drink,0.85,natural
Wendy's Quick Service,IAB8 Food & Drink,0.85,natural
Burger King Quick Service,IAB8 Food & Drink,0.85,natural
Dunkin' Quick Service,IAB8 Food & Drink,0.85,natural
Subway Quick Service,IAB8 Food & Drink,0.85,natural
Domino's Quick Service,IAB8 Food & Drink,0.85,natural
Chipotle Mexican Grill Fast Casual,IAB8 Food & Drink,0.85,natural
Sonic Drive-In Quick Service,IAB8 Food & Drink,0.85,natural
Pizza Hut Quick Service,IAB8 Food & Drink,0.85,natural
Panera Bread Fast Casual,IAB8 Food & Drink,0.85,natural
KFC Quick Service,IAB8 Food & Drink,0.85,natural
Popeyes Louisiana Kitchen Quick Service,IAB8 Food & Drink,0.85,natural
Arby's Quick Service,IAB8 Food & Drink,0.85,natural
Dairy Queen Quick Service,IAB8 Food & Drink,0.85,natural
Little Caesars Quick Service,IAB8 Food & Drink,0.85,natural
Panda Express Fast Casual,IAB8 Food & Drink,0.85,natural
Jack in the Box Quick Service,IAB8 Food & Drink,0.85,natural
Olive Garden Casual Dining,IAB8 Food & Drink,0.85,natural
Papa John's Quick Service,IAB8 Food & Drink,0.85,natural
Buffalo Wild Wings Casual Dining,IAB8 Food & Drink,0.85,natural
Applebee's Casual Dining,IAB8 Food & Drink,0.85,natural
Chili's Grill & Bar Casual Dining,IAB8 Food & Drink,0.85,natural
Whataburger Quick Service,IAB8 Food & Drink,0.85,natural
Texas Roadhouse Casual Dining,IAB8 Food & Drink,0.85,natural
IHOP Midscale,IAB8 Food & Drink,0.85,natural
Outback Steakhouse Casual Dining,IAB8 Food & Drink,0.85,natural
Zaxby's Fast Casual,IAB8 Food & Drink,0.85,natural
Culver's Quick Service,IAB8 Food & Drink,0.85,natural
Jimmy John's Gourmet Sandwiches Fast Casual,IAB8 Food & Drink,0.85,natural
Wingstop Fast Casual,IAB8 Food & Drink,0.85,natural
Hardee's Quick Service,IAB8 Food & Drink,0.85,natural
Cracker Barrel Midscale,IAB8 Food & Drink,0.85,natural
Red Lobster Casual Dining,IAB8 Food & Drink,0.85,natural
Denny's Midscale,IAB8 Food & Drink,0.85,natural
Raising Cane's Chicken Fingers Fast Casual,IAB8 Food & Drink,0.85,natural
Five Guys Fast Casual,IAB8 Food & Drink,0.85,natural
Jersey Mike's Subs Fast Casual,IAB8 Food & Drink,0.85,natural
LongHorn Steakhouse Casual Dining,IAB8 Food & Drink,0.85,natural
The Cheesecake Factory Casual Dining,IAB8 Food & Drink,0.85,natural
Bojangles Quick Service,IAB8 Food & Drink,0.85,natural
Carl's Jr. Quick Service,IAB8 Food & Drink,0.85,natural
In-N-Out Burger Quick Service,IAB8 Food & Drink,0.85,natural
Red Robin Casual Dining,IAB8 Food & Drink,0.85,natural
El Pollo Loco Quick Service,IAB8 Food & Drink,0.85,natural
Del Taco Quick Service,IAB8 Food & Drink,0.85,natural
Firehouse Subs Fast Casual,IAB8 Food & Drink,0.85,natural
Qdoba Mexican Eats Fast Casual,IAB8 Food & Drink,0.85,natural
Papa Murphy's Pizza Quick Service,IAB8 Food & Drink,0.85,natural
BJ's Restaurant & Brewhouse Casual Dining,IAB8 Food & Drink,0.85,natural
Steak 'n Shake Quick Service,IAB8 Food & Drink,0.85,natural
Marco's Pizza Quick Service,IAB8 Food & Drink,0.85,natural
Church's Chicken Quick Service,IAB8 Food & Drink,0.85,natural
Waffle House Midscale,IAB8 Food & Drink,0.85,natural
Krispy Kreme Quick Service,IAB8 Food & Drink,0.85,natural
Tropical Smoothie Cafe Quick Service,IAB8 Food & Drink,0.85,natural
TGI Fridays Casual Dining,IAB8 Food & Drink,0.85,natural
Golden Corral Quick Service,IAB8 Food & Drink,0.85,natural
Freddy's Frozen Custard & Steakburgers Fast Casual,IAB8 Food & Drink,0.85,natural
McAlister's Deli Fast Casual,IAB8 Food & Drink,0.85,natural
Baskin-Robbins Quick Service,IAB8 Food & Drink,0.85,natural
Hooters Casual Dining,IAB8 Food & Drink,0.85,natural
P.F. Chang's Casual Dining,IAB8 Food & Drink,0.85,natural
Dutch Bros Coffee Quick Service,IAB8 Food & Drink,0.85,natural
White Castle Quick Service,IAB8 Food & Drink,0.85,natural
Moe's Southwest Grill Fast Casual,IAB8 Food & Drink,0.85,natural
Checkers Drive-In Restaurants Quick Service,IAB8 Food & Drink,0.85,natural
Captain D's Seafood Kitchen Quick Service,IAB8 Food & Drink,0.85,natural
Shake Shack Fast Casual,IAB8 Food & Drink,0.85,natural
Carrabba's Italian Grill Casual Dining,IAB8 Food & Drink,0.85,natural
Tim Hortons Quick Service,IAB8 Food & Drink,0.85,natural
Cheddar's Scratch Kitchen Casual Dining,IAB8 Food & Drink,0.85,natural
Smoothie King Quick Service,IAB8 Food & Drink,0.85,natural
Noodles & Company Fast Casual,IAB8 Food & Drink,0.85,natural
The Habit Burger Grill Fast Casual,IAB8 Food & Drink,0.85,natural
MOD Pizza Fast Casual,IAB8 Food & Drink,0.85,natural
Jack's Quick Service,IAB8 Food & Drink,0.85,natural
Portillo's Fast Casual,IAB8 Food & Drink,0.85,natural
Hungry Howie's Pizza Quick Service,IAB8 Food & Drink,0.85,natural
Bob Evans Midscale,IAB8 Food & Drink,0.85,natural
Round Table Pizza Quick Service,IAB8 Food & Drink,0.85,natural
Charleys Philly Steaks Quick Service,IAB8 Food & Drink,0.85,natural
Ruth's Chris Steak House Fine Dining,IAB8 Food & Drink,0.85,natural
Yard House Casual Dining,IAB8 Food & Drink,0.85,natural
Einstein Bros. Bagels Fast Casual,IAB8 Food & Drink,0.85,natural
First Watch Midscale,IAB8 Food & Drink,0.85,natural
California Pizza Kitchen Casual Dining,IAB8 Food & Drink,0.85,natural
Jamba Quick Service,IAB8 Food & Drink,0.85,natural
Jason's Deli Fast Casual,IAB8 Food & Drink,0.85,natural
Bonefish Grill Casual Dining,IAB8 Food & Drink,0.85,natural
Taco John's Quick Service,IAB8 Food & Drink,0.85,natural
Boston Market Fast Casual,IAB8 Food & Drink,0.85,natural
Pollo Tropical Fast Casual,IAB8 Food & Drink,0.85,natural
Auntie Anne's Quick Service,IAB8 Food & Drink,0.85,natural
Cold Stone Creamery Quick Service,IAB8 Food & Drink,0.85,natural
Jet's Pizza Quick Service,IAB8 Food & Drink,0.85,natural
Maggiano's Little Italy Casual Dining,IAB8 Food & Drink,0.85,natural
The Capital Grille Fast Casual,IAB8 Food & Drink,0.85,natural
Almond Cookies Almonds Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Almond Cookies Almonds Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Chicken Noodle Soup Chicken broth None None Salt,IAB8 Food & Drink,0.85,natural
Chicken Noodle Soup Chicken broth None None Salt,IAB8 Food & Drink,0.85,natural
Cheddar Cheese Cheese None None Salt,IAB8 Food & Drink,0.85,natural
"Ranch Dressing Buttermilk Sugar Vegetable oil Garlic, herbs",IAB8 Food & Drink,0.85,natural
Caramel Popcorn Popcorn Sugar Butter Salt,IAB8 Food & Drink,0.85,natural
Caesar Salad Romaine lettuce None Olive oil Parmesan cheese,IAB8 Food & Drink,0.85,natural
"Caesar Wrap Grilled chicken None Caesar dressing Lettuce, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Strawberry Smoothie Strawberries Honey Yogurt (milk, cultures) None",IAB8 Food & Drink,0.85,natural
Cheese Pizza Cheese None None Tomato sauce,IAB8 Food & Drink,0.85,natural
"Margherita Pizza Cheese None None Tomato sauce, basil",IAB8 Food & Drink,0.85,natural
"Mashed Potatoes Potatoes None Butter Salt, Pepper",IAB8 Food & Drink,0.85,natural
"Greek Yogurt Yogurt (milk, cultures) None None None",IAB8 Food & Drink,0.85,natural
"Caesar Salad Wrap Grilled chicken None Caesar dressing Lettuce, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Caprese Salad Tomatoes None Olive oil Mozzarella cheese, basil",IAB8 Food & Drink,0.85,natural
"Berry Smoothie Mixed berries Sugar Yogurt (milk, cultures) None",IAB8 Food & Drink,0.85,natural
Caesar Salad Romaine lettuce None Olive oil Caesar dressing,IAB8 Food & Drink,0.85,natural
"Berry Parfait Mixed berries Sugar Yogurt (milk, cultures) Granola",IAB8 Food & Drink,0.85,natural
"Chicken Alfredo Chicken None Butter Cream, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Pesto Pizza Pesto sauce None None Mozzarella cheese, basil",IAB8 Food & Drink,0.85,natural
"Beef Stroganoff Beef None Sour cream Mushroom, onion",IAB8 Food & Drink,0.85,natural
"Banana Smoothie Bananas Honey Yogurt (milk, cultures) None",IAB8 Food & Drink,0.85,natural
"Watermelon Salad Watermelon None None Feta cheese, mint",IAB8 Food & Drink,0.85,natural
"Chicken Parmesan Chicken None Bread crumbs, Parmesan cheese Marinara sauce",IAB8 Food & Drink,0.85,natural
"Mango Lassi Mango Sugar Yogurt (milk, cultures) Cardamom",IAB8 Food & Drink,0.85,natural
"Greek Salad Cucumbers None Olive oil Feta cheese, olives",IAB8 Food & Drink,0.85,natural
Butternut Squash Soup Butternut squash None Butter Vegetable broth,IAB8 Food & Drink,0.85,natural
"Margherita Pasta Pasta None Olive oil Fresh tomatoes, mozzarella",IAB8 Food & Drink,0.85,natural
"Greek Gyro Wrap Lamb None None Tzatziki sauce, tomatoes, onions",IAB8 Food & Drink,0.85,natural
"Spinach and Feta Stuffed Chicken Chicken None Olive oil Spinach, feta cheese",IAB8 Food & Drink,0.85,natural
"Chicken Fettuccine Alfredo Chicken None Butter Cream, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Caprese Sandwich Tomatoes None Olive oil Mozzarella cheese, basil",IAB8 Food & Drink,0.85,natural
"Mushroom Risotto Mushrooms None Butter Arborio rice, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Greek Yogurt Parfait Greek yogurt Honey None Granola, mixed berries",IAB8 Food & Drink,0.85,natural
"Eggplant Parmesan Eggplant None Olive oil Marinara sauce, cheese",IAB8 Food & Drink,0.85,natural
"Banana Pudding Bananas Sugar Milk Vanilla pudding mix, cookies",IAB8 Food & Drink,0.85,natural
"Margherita Pizza Pizza dough None Olive oil Mozzarella cheese, tomatoes, basil",IAB8 Food & Drink,0.85,natural
"Chicken Caesar Wrap Chicken None Caesar dressing Romaine lettuce, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Greek Spanakopita Spinach None Olive oil Feta cheese, phyllo dough",IAB8 Food & Drink,0.85,natural
Mushroom Soup Mushrooms None Butter Vegetable broth,IAB8 Food & Drink,0.85,natural
"Greek Yogurt Yogurt (milk, cultures) Honey None None",IAB8 Food & Drink,0.85,natural
"Spinach Artichoke Dip Spinach None Cream cheese, sour cream Parmesan cheese, garlic",IAB8 Food & Drink,0.85,natural
Chocolate Mousse Chocolate Sugar Heavy cream Vanilla extract,IAB8 Food & Drink,0.85,natural
"Stuffed Portobello Mushrooms Portobello mushrooms None None Cheese, breadcrumbs",IAB8 Food & Drink,0.85,natural
"Caprese Salad Tomatoes None Olive oil Mozzarella cheese, basil",IAB8 Food & Drink,0.85,natural
Tandoori Chicken Chicken None Yogurt Tandoori spices,IAB8 Food & Drink,0.85,natural
"Beef Stroganoff Beef None Sour cream Mushrooms, onions",IAB8 Food & Drink,0.85,natural
Strawberry Smoothie Strawberries Sugar Yogurt Milk,IAB8 Food & Drink,0.85,natural
"Baked Garlic Parmesan Chicken Chicken None Butter Parmesan cheese, garlic",IAB8 Food & Drink,0.85,natural
"Mushroom and Goat Cheese Flatbread Mushrooms None Olive oil Goat cheese, herbs",IAB8 Food & Drink,0.85,natural
"Margherita Pasta Pasta None Olive oil Mozzarella cheese, tomatoes, basil",IAB8 Food & Drink,0.85,natural
"Pumpkin Soup Pumpkin None Butter Nutmeg, cream",IAB8 Food & Drink,0.85,natural
"Butternut Squash Soup Butternut squash None Butter Nutmeg, cream",IAB8 Food & Drink,0.85,natural
"Caprese Skewers Tomatoes None Olive oil Mozzarella cheese, basil",IAB8 Food & Drink,0.85,natural
"Chicken Piccata Chicken None Butter Lemon, capers",IAB8 Food & Drink,0.85,natural
Berry Parfait Berries Honey Yogurt Granola,IAB8 Food & Drink,0.85,natural
"Stuffed Mushrooms Mushrooms None None Cheese, breadcrumbs",IAB8 Food & Drink,0.85,natural
"Spinach Artichoke Dip Spinach None Cream cheese, sour cream Parmesan cheese, garlic",IAB8 Food & Drink,0.85,natural
Chocolate Mousse Chocolate Sugar Heavy cream Vanilla extract,IAB8 Food & Drink,0.85,natural
"Stuffed Portobello Mushrooms Portobello mushrooms None None Cheese, breadcrumbs",IAB8 Food & Drink,0.85,natural
"Caprese Salad Tomatoes None Olive oil Mozzarella cheese, basil",IAB8 Food & Drink,0.85,natural
Tandoori Chicken Chicken None Yogurt Tandoori spices,IAB8 Food & Drink,0.85,natural
"Beef Stroganoff Beef None Sour cream Mushrooms, onions",IAB8 Food & Drink,0.85,natural
Strawberry Smoothie Strawberries Sugar Yogurt Milk,IAB8 Food & Drink,0.85,natural
"Baked Garlic Parmesan Chicken Chicken None Butter Parmesan cheese, garlic",IAB8 Food & Drink,0.85,natural
"Butter Chicken Chicken Sugar Butter Tomato sauce, cream",IAB8 Food & Drink,0.85,natural
"Palak Paneer Spinach None Ghee Paneer, spices",IAB8 Food & Drink,0.85,natural
Tandoori Chicken Chicken None Yogurt Tandoori spices,IAB8 Food & Drink,0.85,natural
"Rogan Josh Lamb None Ghee Yogurt, Kashmiri red chili",IAB8 Food & Drink,0.85,natural
"Paneer Tikka Paneer None Oil Tikka masala, spices",IAB8 Food & Drink,0.85,natural
"Dal Makhani Lentils None Ghee Cream, spices",IAB8 Food & Drink,0.85,natural
Malai Kofta Cottage cheese None Ghee Creamy tomato sauce,IAB8 Food & Drink,0.85,natural
"Chicken Tikka Masala Chicken Sugar Ghee Tomato sauce, cream",IAB8 Food & Drink,0.85,natural
Gulab Jamun Milk solids Sugar Ghee Cardamom syrup,IAB8 Food & Drink,0.85,natural
"Chicken Korma Chicken None Ghee Creamy sauce, spices",IAB8 Food & Drink,0.85,natural
Malai Chicken Tikka Chicken None Cream Spices,IAB8 Food & Drink,0.85,natural
"Dahi Vada Lentil dumplings None Yogurt Tamarind chutney, spices",IAB8 Food & Drink,0.85,natural
Chicken Malai Tikka Chicken None Cream Spices,IAB8 Food & Drink,0.85,natural
