text,iab_label,confidence
korean jogakbo patchwork textiles,IAB9 Hobbies & Interests,0.13
french toile de jouy draperies,IAB17 Sports,0.31
thai ranat ek bamboo xylophones,IAB9 Hobbies & Interests,0.12
indian patang paper kites,IAB9 Hobbies & Interests,0.17
balinese penjors bamboo poles,IAB9 Hobbies & Interests,0.12
russian gzhel porcelain vases,IAB18 Style & Fashion,0.08
mexican papel picado banners,IAB16 Pets,0.13
japanese shoji window screens,IAB22 Shopping,0.14
turkish tulip embossed tiles,IAB18 Style & Fashion,0.14
greek meander patterned borders,IAB18 Style & Fashion,0.13
indian baithak floor seating,IAB23 Religion & Spirituality,0.12
balinese batik wall hangings,IAB18 Style & Fashion,0.14
south african nguni cowhide rugs,IAB9 Hobbies & Interests,0.1
indian mudha cane stools,IAB18 Style & Fashion,0.17
portuguese azulejo tiled benches,IAB18 Style & Fashion,0.1
japanese kintsugi repaired ceramics,IAB9 Hobbies & Interests,0.12
turkish evil eye bead garlands,IAB18 Style & Fashion,0.09
indian warli mural panels,IAB1 Arts & Entertainment,0.1
balinese songket textile runners,IAB17 Sports,0.21
russian pavlovo posad shawls,IAB16 Pets,0.16
mexican otomi embroidered cushions,IAB18 Style & Fashion,0.14
japanese sumi ink landscape scrolls,IAB10 Home & Garden,0.08
turkish tulip porcelain tableware,IAB16 Pets,0.12
greek klismos style chairs,IAB18 Style & Fashion,0.13
indian bandhani wall tapestries,IAB9 Hobbies & Interests,0.09
balinese endek ikat table runners,IAB17 Sports,0.25
russian filigree silver vases,IAB16 Pets,0.09
thai sa paper hanging lamps,IAB24 Uncategorized,0.09
indian meenakari enameled trays,IAB18 Style & Fashion,0.09
balinese lontar palm fans,IAB9 Hobbies & Interests,0.17
russian palekh lacquer boxes,IAB16 Pets,0.11
mexican barro negro pottery,IAB16 Pets,0.11
japanese koinobori windsocks,IAB18 Style & Fashion,0.12
turkish ebru marbled paper panels,IAB20 Travel,0.09
indian channapatna lacquerware decor,IAB10 Home & Garden,0.11
balinese paras stone statues,IAB16 Pets,0.13
russian dymkovo clay figurines,IAB1 Arts & Entertainment,0.1
greek bougainvillea pergola trellises,IAB10 Home & Garden,0.16
turkish çini ceramic panels,IAB24 Uncategorized,0.09
indian pattachitra scroll paintings,IAB16 Pets,0.17
balinese patra carved panels,IAB20 Travel,0.09
russian fabergé style garden eggs,IAB18 Style & Fashion,0.21
mexican huichol beaded skulls,IAB9 Hobbies & Interests,0.1
japanese hakone yosegi puzzle boxes,IAB9 Hobbies & Interests,0.24
turkish usta copper relief wall art,IAB16 Pets,0.13
indian leheriya dyed curtains,IAB18 Style & Fashion,0.21
balinese prada gold fabric runners,IAB18 Style & Fashion,0.41
russian khokhloma floral wall art,IAB10 Home & Garden,0.14
greek koulouri style garden fountains,IAB18 Style & Fashion,0.22
turkish ikat silk cushion covers,IAB18 Style & Fashion,0.13
indian tikri mirror mosaic wall panels,IAB18 Style & Fashion,0.1
balinese kawung batik patterned fabrics,IAB18 Style & Fashion,0.17
russian agate stone wind chimes,IAB1 Arts & Entertainment,0.19
mexican papel amate wall hangings,IAB16 Pets,0.19
japanese kirigami paper decorations,IAB18 Style & Fashion,0.08
turkish nazar boncuğu wall hangings,IAB24 Uncategorized,0.09
indian kalamkari wall scrolls,IAB24 Uncategorized,0.09
balinese prasi glass paintings,IAB1 Arts & Entertainment,0.15
russian crystal cut vases,IAB10 Home & Garden,0.09
thai yantra cloth wall hangings,IAB23 Religion & Spirituality,0.21
indian pichwai painted tapestries,IAB1 Arts & Entertainment,0.11
balinese kamasan cloth scrolls,IAB23 Religion & Spirituality,0.12
russian malachite stone garden accents,IAB10 Home & Garden,0.29
mexican alebrijes garden figurines,IAB10 Home & Garden,0.29
indian chettinad wooden columns,IAB9 Hobbies & Interests,0.08
turkish yalıkavak lanterns,IAB9 Hobbies & Interests,0.09
japanese fusuma sliding doors,IAB18 Style & Fashion,0.1
greek amphorae with sgraffito,IAB24 Uncategorized,0.08
mexican talavera house numbers,IAB21 Real Estate,0.16
russian birch bark canisters,IAB24 Uncategorized,0.1
balinese suar wood benches,IAB10 Home & Garden,0.12
portuguese cortiça cork planters,IAB10 Home & Garden,0.17
indian mor chowki footstools,IAB8 Food & Drink,0.23
turkish ottoman tughra wall art,IAB1 Arts & Entertainment,0.1
japanese kanzashi floral ornaments,IAB18 Style & Fashion,0.19
greek spilia stone niches,IAB10 Home & Garden,0.12
mexican barro bruñido platters,IAB8 Food & Drink,0.62
russian khokhloma garden urns,IAB10 Home & Garden,0.18
balinese endek ikat poufs,IAB16 Pets,0.24
turkish çaydanlık tea sets,IAB8 Food & Drink,0.33
japanese chirimen fabric wall hangings,IAB18 Style & Fashion,0.09
indian lac bangle decorative trays,IAB18 Style & Fashion,0.12
greek tholos stone seating,IAB10 Home & Garden,0.12
mexican madera carved stools,IAB18 Style & Fashion,0.09
balinese gebogan fruit towers,IAB8 Food & Drink,0.22
turkish bakır copper samovars,IAB24 Uncategorized,0.09
japanese mokume grain wood panels,IAB20 Travel,0.1
russian malachite inlaid planters,IAB10 Home & Garden,0.14
portuguese azulejo story tiles,IAB12 News,0.21
indian chakki grinder tables,IAB9 Hobbies & Interests,0.11
balinese ulap doyo fiber mats,IAB9 Hobbies & Interests,0.1
turkish sufilik pottery jugs,IAB9 Hobbies & Interests,0.11
japanese suminagashi marbled panels,IAB18 Style & Fashion,0.08
greek meander stenciled tile work,IAB10 Home & Garden,0.1
mexican petatillo glazed tiles,IAB16 Pets,0.55
russian filigran garden sculptures,IAB10 Home & Garden,0.23
balinese patung stone deities,IAB23 Religion & Spirituality,0.36
turkish kaftan ceramic wall art,IAB16 Pets,0.1
japanese taketori bamboo baskets,IAB18 Style & Fashion,0.11
indian phad painting garden screens,IAB10 Home & Garden,0.37
greek kythira lace garden canopies,IAB10 Home & Garden,0.23
mexican papel de amate wall panels,IAB16 Pets,0.11
russian zarfs for tea glasses,IAB8 Food & Drink,0.55
balinese kayonan tree of life carvings,IAB20 Travel,0.11
turkish tulip copper light fixtures,IAB18 Style & Fashion,0.15
japanese indigo noren partitions,IAB24 Uncategorized,0.09
indian jute dhurrie floor mats,IAB10 Home & Garden,0.12
greek fretwork balustrades,IAB10 Home & Garden,0.09
mexican hand blown glass spheres,IAB1 Arts & Entertainment,0.12
russian palekh lacquer garden stools,IAB10 Home & Garden,0.26
balinese prasi glass lightboxes,IAB24 Uncategorized,0.09
turkish çini tile coasters,IAB18 Style & Fashion,0.15
japanese kutani porcelain planters,IAB10 Home & Garden,0.14
indian bidri metal inlay vases,IAB18 Style & Fashion,0.13
greek dodecagon mosaic fountains,IAB1 Arts & Entertainment,0.12
mexican hojalata tin mirrors,IAB9 Hobbies & Interests,0.08
russian cast iron garden benches,IAB10 Home & Garden,0.3
balinese madé teak serving trays,IAB20 Travel,0.11
turkish ebru art wall decor,IAB1 Arts & Entertainment,0.18
japanese rikka ikebana vases,IAB18 Style & Fashion,0.13
indian shola pith flower garlands,IAB18 Style & Fashion,0.23
greek laiki woven mats,IAB23 Religion & Spirituality,0.13
mexican cantera stone columns,IAB16 Pets,0.09
russian chasovnya chapel garden shrines,IAB23 Religion & Spirituality,0.48
balinese bamboo wind curtain screens,IAB18 Style & Fashion,0.12
turkish suzani wall drapes,IAB18 Style & Fashion,0.3
japanese chirimen silk ornaments,IAB18 Style & Fashion,0.12
indian kora grass basketry,IAB9 Hobbies & Interests,0.22
greek doric column planters,IAB10 Home & Garden,0.15
mexican mayolica garden pots,IAB10 Home & Garden,0.26
russian bog oak outdoor sculptures,IAB1 Arts & Entertainment,0.32
balinese batik ceiling drapes,IAB18 Style & Fashion,0.27
turkish tulip filigree lanterns,IAB18 Style & Fashion,0.15
japanese kintsugi pattern plates,IAB18 Style & Fashion,0.09
indian gond tribal mural panels,IAB1 Arts & Entertainment,0.15
greek ekphora funerary vases,IAB24 Uncategorized,0.12
mexican barro betus figurines,IAB9 Hobbies & Interests,0.09
russian tsarist style garden gates,IAB18 Style & Fashion,0.28
balinese lontar fan decorations,IAB1 Arts & Entertainment,0.25
turkish calabash gourd lamps,IAB8 Food & Drink,0.1
japanese urushi lacquer serving trays,IAB20 Travel,0.11
indian tholu bommalata shadow panels,IAB23 Religion & Spirituality,0.09
greek triskelion garden patterns,IAB10 Home & Garden,0.21
mexican amate tree bark wall art,IAB16 Pets,0.15
russian birch plywood garden furniture,IAB10 Home & Garden,0.36
balinese pis bolong coin garlands,IAB18 Style & Fashion,0.17
turkish mother of pearl inlay frames,IAB18 Style & Fashion,0.16
japanese tategu lattice screens,IAB17 Sports,0.12
indian dokra brass animal statues,IAB16 Pets,0.18
greek kylix wine bowl planters,IAB8 Food & Drink,0.48
mexican cazuela cooking pots,IAB8 Food & Drink,0.19
russian imperial style bird baths,IAB18 Style & Fashion,0.14
balinese belimbing carved stools,IAB18 Style & Fashion,0.1
turkish calligraphy ceramic plates,IAB20 Travel,0.11
japanese yosegi puzzle boxes,IAB9 Hobbies & Interests,0.18
indian bastar wrought iron wall art,IAB16 Pets,0.11
