text,iab_label,confidence
microsoft searched bloggers hotmail find windows 8 leak,IAB19 Technology & Computing,0.23
ge clears last french hurdle clinch us17b alstom deal,IAB3 Business,0.19
stocks dow ready another record,IAB3 Business,0.15
hollywood edge bryan singer sex allegations rock insider ranks,IAB1 Arts & Entertainment,0.5
kendall jenner 18 dresses shock gown slashed reveal pelvic bones,IAB18 Style & Fashion,0.25
high frequency trading rigged market,IAB24 Uncategorized,0.14
apple agrees conditional 450 mln ebooks antitrust accord,IAB3 Business,0.2
dollar strengthens rising yields robust job gains,IAB12 News,0.16
springfieldarea gas prices drop less one cent,IAB13 Personal Finance,0.19
high court decide fate renegade television service,IAB24 Uncategorized,0.14
google announces android l developer preview,IAB19 Technology & Computing,0.14
amazon hbo ink exclusive deal,IAB3 Business,0.2
canadian police arrests 19 yearold heartbleed security breach,IAB12 News,0.14
scoop sean parker tech vets launch civic startup comcasts mr fixit,IAB19 Technology & Computing,0.34
google fiber approved portland,IAB20 Travel,0.15
messaging app tango lands 280 million investment,IAB3 Business,0.16
ny opera cancels live screening antisemitic concerns,IAB1 Arts & Entertainment,0.79
access health ct chief leaving job us healthinsurance marketplace,IAB4 Careers,0.14
nearly 1000 market basket employees rally artie,IAB3 Business,0.17
tori spelling opens husbands cheating scandal,IAB12 News,0.19
kanye west celebrates bachelor party,IAB1 Arts & Entertainment,0.29
amazon 10000 robots filling customer orders end year,IAB3 Business,0.3
batman v superman dawn justice new logo unveiled,IAB17 Sports,0.41
earth echo might seen,IAB24 Uncategorized,0.13
application us jobless aid modestly,IAB4 Careers,0.25
49ers star colin kaepernick named possible sexual assault investigation,IAB17 Sports,0.64
movies blended delivers unblended elements,IAB24 Uncategorized,0.47
british woman claims seen missing malaysia jet yachting,IAB20 Travel,0.29
harry potter spinoff fantastic beasts made trilogy,IAB1 Arts & Entertainment,0.58
beyond azodicarbonamide ingredients removed foods,IAB24 Uncategorized,0.27
deadline day health care enrollment arrives,IAB12 News,0.17
scientists found evidence big bang 3 graphs explain,IAB15 Science,0.78
pershing square 11 feb,IAB17 Sports,0.17
fcc chairman reportedly tweaks proposed net neutrality rules following backlash,"IAB11 Law, Gov’t & Politics",0.28
watch anne hathaway kristen stewart brie larson rock break,IAB8 Food & Drink,0.18
smith jada pinkett good parents,IAB6 Family & Parenting,0.39
use easter period pray nigerias stability ahmed charges christians,IAB23 Religion & Spirituality,0.61
report change kinds food poisoning last year salmonella cases,IAB12 News,0.35
angelina jolie brad pitt star first movie together since mr mrs smith,IAB1 Arts & Entertainment,0.26
movie review xmen days future past please movie fans comics,IAB20 Travel,0.17
xmen days future past gets extended trailer watch,IAB1 Arts & Entertainment,0.24
siemens offer alstom likely tuesday,IAB15 Science,0.36
labor day jay z bringing made america downtown los angeles,IAB3 Business,0.17
apple expands health home new software,IAB24 Uncategorized,0.12
lionel richie bet awards show misspells artists name giving,IAB24 Uncategorized,0.1
still information super toll road intended consequence net,IAB20 Travel,0.36
stocks markets look flat consumer confidence deck,IAB13 Personal Finance,0.18
nike fuelband isnt going away,IAB17 Sports,0.44
state highway patrol gears cinco de mayo setting ovi,IAB20 Travel,0.22
favorite mad men characters,IAB24 Uncategorized,0.18
get quote search site,IAB24 Uncategorized,0.08
joan rivers joke new low says ariel castro victims,IAB20 Travel,0.22
scania committee rejects vw bid,IAB14 Society,0.39
robert pattinson ignored katy perry rover afterparty,IAB20 Travel,0.1
piers morgan criticises us gun laws last cnn show,IAB12 News,0.75
stocks end choppy session slightly higher,IAB24 Uncategorized,0.14
oculus announces developers conference,IAB19 Technology & Computing,0.22
understand new medicare surtax,"IAB11 Law, Gov’t & Politics",0.23
pistoriuss temper spotlight,IAB17 Sports,0.47
dr dre tweets cast pic release date straight outta compton biopic,IAB1 Arts & Entertainment,0.31
apple iphone 6 case shows leaked video,IAB19 Technology & Computing,0.31
3 charged confrontation taylor swifts beach house,IAB20 Travel,0.25
antarctic ice losses doubled since 2010 researchers reveal,IAB15 Science,0.25
watch entire minnesota wedding party take plunge,IAB1 Arts & Entertainment,0.25
physicians group rethinks yearly pelvic exam women,IAB24 Uncategorized,0.14
salesforce rising fyq1 beats q2 rev view year view beat,IAB3 Business,0.36
american idol top 9 performance recap,IAB1 Arts & Entertainment,0.21
thai military radar data bolsters belief flight 370 changed path,IAB12 News,0.2
new samsung gear devices might compatible nongalaxy phones,IAB19 Technology & Computing,0.18
applesamsung jury corrects verdict form leaves apples damages us,IAB12 News,0.1
us foreign agents disrupt gamover zeus botnet,IAB20 Travel,0.2
hong kong shares fall fed raterise signal china stocks edge,IAB3 Business,0.16
twitter celebrates 8th birthday firsttweet tool,IAB24 Uncategorized,0.08
1t student loan debt widens us wealth gap,IAB5 Education,0.57
tequila plant possible sweetener diabetics helps reduce blood sugar,IAB8 Food & Drink,0.17
jill abramson backs brandeis commencement ceremony still,IAB3 Business,0.24
yahoo shares rise 7 percent strength alibaba,IAB3 Business,0.3
old man jackman might film xmen apocalypse wolverine 3 backtoback,IAB1 Arts & Entertainment,0.31
survey us companies added 281000 jobs june wxow news 19 la crosse,IAB12 News,0.51
sony psn connectivity restored,IAB14 Society,0.44
lwren scott suicide boyfriend mick jagger responsible,IAB12 News,0.12
jennifer garner never understood ben afflecks obsession gambling,IAB9 Hobbies & Interests,0.24
gm recalls 34 million vehicles similar ignition switch defect,IAB2 Automotive,0.58
mexico regulator wants say directv att merger,"IAB11 Law, Gov’t & Politics",0.24
amazon buys digital comics pioneer,IAB3 Business,0.2
google hit 70000 forget requests,IAB24 Uncategorized,0.23
local residents affected gm recall,"IAB11 Law, Gov’t & Politics",0.24
texas cheerleader 19 provokes fury hunting images,IAB12 News,0.13
dollar gains putin moves calm ukraine crisis,IAB12 News,0.1
nevzlin pleased hague court ruling yukos,IAB12 News,0.1
professor green defends one directions zayn malik louis tomlinson,IAB5 Education,0.2
japan eases ban armsrelated exports bolster national security,IAB12 News,0.46
amazon launches music streaming prime members,IAB3 Business,0.15
microsoft shares msdos source code first time ever,IAB19 Technology & Computing,0.32
mick jagger gets monty python treatment,IAB18 Style & Fashion,0.18
report says digital sites bringing momentum news still slice industry,IAB12 News,0.3
jeopardy champ unseated 11game winning streak,IAB24 Uncategorized,0.12
chinas economy surpassing us well yes,IAB3 Business,0.3
apple reportedly looking expand gt advanced sapphire plant arizona,IAB12 News,0.49
2014 mtv movie awards literally fire,IAB1 Arts & Entertainment,0.35
sopranos creator finally answers ageold question tony dead,IAB1 Arts & Entertainment,0.44
zillow acquire trulia 35 billion stock swap,IAB3 Business,0.19
true blood 7x02 found dreaming eric,IAB9 Hobbies & Interests,0.09
lecrae suing katy perry,"IAB11 Law, Gov’t & Politics",0.16
disney reveals maleficent movie twist,IAB1 Arts & Entertainment,0.32
penny dreadful strives bring frankenstein life,IAB24 Uncategorized,0.13
att directv deal go,IAB3 Business,0.19
dr oz weight loss scam,IAB12 News,0.17
facebooks new feature identify music,IAB24 Uncategorized,0.11
know chipotle mexican grill opens first lee county location wednesday,IAB8 Food & Drink,0.63
make stop kanye west thinks kim could next coco chanel,IAB1 Arts & Entertainment,0.13
aaliyah biopic casting 2014 zendaya coleman exits controversial movie,IAB1 Arts & Entertainment,0.2
lindsay lohan lying london,IAB20 Travel,0.14
big bang theory season 8 spoilers jim parsons contract yet,IAB15 Science,0.19
mila kunis ashton kutcher dont like surprises talkin babies,IAB6 Family & Parenting,0.39
options play iraq really trust crude move,IAB24 Uncategorized,0.12
roll call decepticons transformers age extinction,IAB24 Uncategorized,0.2
sun pharma buy ranbaxy 32 bn deal,IAB3 Business,0.41
chipotle adds short stories george saunders jonathan safran foer,IAB8 Food & Drink,0.15
oil prices mixed asia tradem,IAB20 Travel,0.29
anyone else developed massive chris pratt crush week,IAB17 Sports,0.27
apple hopes lift street cred 3b beats buy,IAB3 Business,0.23
sports sports,IAB17 Sports,0.93
recall testimony gm ceo must reach beyond lawmakers,"IAB11 Law, Gov’t & Politics",0.14
ecb constancio mediumterm inflation prospects main criteria june ecb,IAB3 Business,0.14
bachelorette season 10 2014 controversy andi dorfman winner spoiler,IAB12 News,0.38
titanfall free frontier liveaction trailer shows plenty robotic action,IAB1 Arts & Entertainment,0.25
bryan singer accuser names three others hollywood paedophile ring,IAB12 News,0.22
designer award named late lwren scott,IAB4 Careers,0.12
global trade summit begins almost 1 trillion environmental trade talks,IAB12 News,0.17
meryl davis charlie white stop ellen ahead dwts premiere,IAB1 Arts & Entertainment,0.18
next chromebook add power battery life according google intel,IAB19 Technology & Computing,0.5
amazon google expand sameday shopping,IAB22 Shopping,0.84
get review chadwick boseman amazes james brown,IAB1 Arts & Entertainment,0.17
millions wasted tamiflu research,IAB15 Science,0.18
nokia x2 launches bigger screen power home key,IAB19 Technology & Computing,0.24
lana del reys 28th year go asked psychic,IAB23 Religion & Spirituality,0.11
raw wedding splash minn bridal party,IAB24 Uncategorized,0.16
transformers 4 age extinction new cast struggles rejuvenate franchise,IAB1 Arts & Entertainment,0.21
googles selfdriving cars hit 700000 miles learn city navigation,IAB19 Technology & Computing,0.24
rates hiv infection dc since 2012 yet epidemic remains,IAB12 News,0.18
true blood finale hits seasonhigh ratings,IAB1 Arts & Entertainment,0.11
heres erykah badu trying kiss reporter live tv,IAB12 News,0.77
scientists scratching heads titans vanishing magic island,IAB15 Science,0.41
lyrid meteor shower peaks tonight watch spectacular show,IAB20 Travel,0.13
brooklyn vinyl shops prepare record store day,IAB1 Arts & Entertainment,0.18
zac efron dating neighbours costar halston sage,IAB1 Arts & Entertainment,0.16
fistbump instead handshake handshake instead kiss,IAB24 Uncategorized,0.13
gwyneth paltrow chris martin separating 10 years marriage,IAB12 News,0.38
gazprom gas prepayment regime result ukraines unconstructive position,IAB24 Uncategorized,0.53
death toll wafrican ebola outbreak rises 467,IAB12 News,0.15
1000 kentucky toyota employees relocated,IAB2 Automotive,0.51
honda others recall nearly 3m vehicles,IAB2 Automotive,0.37
godzilla 2 development,IAB1 Arts & Entertainment,0.2
jenna dewantatum completely naked photo aside,IAB12 News,0.13
report smartphones surge continues pc decline slows,IAB19 Technology & Computing,0.26
oklahoma researcher explains recent ebola outbreak west africa,IAB15 Science,0.27
game thrones recap kingslayer seeks redemption,IAB24 Uncategorized,0.13
failed clamp caused acrobats plunge,IAB1 Arts & Entertainment,0.42
two new clips dawn planet apes,IAB24 Uncategorized,0.13
yahoo almost many lives late steve jobs,IAB4 Careers,0.42
kocherlaktoa wants ue rate threshold lowered 55,IAB13 Personal Finance,0.12
asian markets oscillate japan sales tax caps gains,IAB3 Business,0.15
horrible bosses 2 teaser trailer released,IAB3 Business,0.31
baby gates arent safe thought,IAB6 Family & Parenting,0.33
midnight rider filmmakers charged death set,IAB20 Travel,0.14
rip gwars david brockie,IAB9 Hobbies & Interests,0.09
sabotage movie review,IAB24 Uncategorized,0.16
michael bays transformers age extinction unearths 100m box office,IAB1 Arts & Entertainment,0.31
sharknado 2 recap taking bite new york city,IAB12 News,0.28
ebola virus identified source deadly epidemic guinea,IAB15 Science,0.17
james franco lindsay lohan lied sex list,IAB12 News,0.21
workers key industries getting pay raises,IAB24 Uncategorized,0.14
cripple inishmaan starring daniel radcliffe opens tonight,IAB1 Arts & Entertainment,0.63
honduras official says 11 still trapped mine,IAB12 News,0.3
gene tie uterine cancer discussed tampa conference,IAB12 News,0.25
erykah badu tries kiss reporter live tv,IAB12 News,0.7
gold extends gains safehaven demand,IAB24 Uncategorized,0.18
kermits alter ego denies resemblance kermit,IAB24 Uncategorized,0.13
yellen avoids specifying timetable interestrate increase,IAB24 Uncategorized,0.12
facebook expands africa push,IAB20 Travel,0.16
kevin sharp dead country singer 43,IAB9 Hobbies & Interests,0.09
katy perry sued christian artists dark horse,IAB23 Religion & Spirituality,0.27
new dwarf planet vp113 distant solar system,IAB12 News,0.22
us stocks stocky,IAB3 Business,0.13
syfy horror spoof sharknado 2 whipped storm viewers tweets,IAB1 Arts & Entertainment,0.49
memories american icon casey kasem,IAB1 Arts & Entertainment,0.08
cesar chavez michael pena plays important leader quiet power,IAB14 Society,0.09
10 things didnt know new bachelor chris soules,IAB24 Uncategorized,0.4
initial review samsung galaxy s5 priced p34990,IAB19 Technology & Computing,0.28
stones roll wake death,IAB24 Uncategorized,0.18
apple wearable rumored debut iphone 6 september,IAB19 Technology & Computing,0.42
alzheimers likely breast cancer women 60,IAB12 News,0.15
apple ipod touch 16gb gains color rear camera,IAB19 Technology & Computing,0.34
gold standard celebrated animated films,IAB1 Arts & Entertainment,0.15
whats middle point techignorant supreme court,IAB24 Uncategorized,0.21
uber brings ridesharing service regulatory dispute annapolis ridesharing,IAB20 Travel,0.16
man raises 9k make potato salad wsls 10 nbc roanokelynchburg va,IAB12 News,0.43
kate winslet explains son bear blazes name ellen,IAB6 Family & Parenting,0.23
apple ceo cook calls haunted book nonsense,IAB24 Uncategorized,0.32
liza minnellis publicist sends labeouf dvd copy cabaret,IAB1 Arts & Entertainment,0.35
nasas ladee lunar explorer crashes moon planned,IAB20 Travel,0.25
metta world peace blog dave chappelle right show 7 years late,IAB1 Arts & Entertainment,0.45
project tango teardown googles crazy camera system oh phone,IAB19 Technology & Computing,0.25
first embryonic stem cells cloned adults,IAB15 Science,0.43
get jumpstart portfolio cleaning,IAB4 Careers,0.18
pigs fly apple ibm announce partnership,IAB16 Pets,0.26
google glass collaborate rayban dorkify classic frames,IAB19 Technology & Computing,0.17
watch horrible bosses 2 gets first official teaser looks amazing,IAB3 Business,0.21
ftc pushes cramming crackdown,IAB3 Business,0.25
bnp barclays misbehave,IAB3 Business,0.69
asteroids hitting earth often previously thought exnasa astronauts,IAB20 Travel,0.17
lme copper eightmonth lows china demand fears,IAB3 Business,0.25
oracle nears 5 billion deal micros systems report,IAB3 Business,0.13
paul mazursky director unmarried woman dies 84,IAB4 Careers,0.09
justinas family let come home,IAB6 Family & Parenting,0.27
ecb chief draghi keeps door open action boost growth,IAB3 Business,0.53
samsung launches ipad challenge highend tablets,IAB19 Technology & Computing,0.42
yahoo reportedly eyes push original video programming,IAB12 News,0.15
beyonce jay z announce run tour dates,IAB1 Arts & Entertainment,0.4
heartbleed peril goes beyond websites,IAB24 Uncategorized,0.34
saturday night live ties season lows host andrew garfield,IAB17 Sports,0.58
kim kardashian finally lands cover vogue,IAB18 Style & Fashion,0.2
new featurette released rosemarys baby due date nears,IAB12 News,0.35
stocks mostly higher wall street,IAB3 Business,0.24
darren aronofskys oftenludicrous biblical epic moments power thanks,IAB1 Arts & Entertainment,0.22
victoria beckham takes tender trip memory lane 15year wedding,IAB20 Travel,0.18
columbusalivecom,IAB15 Science,0.16
disneyland daily ticket price jumps 96 ahead memorial day,IAB20 Travel,0.38
un court orders japan halt whaling antarctic,IAB12 News,0.17
adm acquires wild flavors 3 billion deal,IAB3 Business,0.31
rancho viejo puts spin ice bucket challenge,IAB17 Sports,0.19
global starbucks expand noncoffee offer aims 100bn market,IAB3 Business,0.43
satellite company launches tracking service wayward flights,IAB20 Travel,0.29
gwyneth paltrow vanity fair mystery article dark reason behind chris,IAB12 News,0.49
gwyneth paltrow sets working moms,IAB6 Family & Parenting,0.26
justin bieber drops nbomb talks joining ku klux klan new video,IAB12 News,0.26
apple focus os x 1010 wwdc ios 8 features pushed back,IAB19 Technology & Computing,0.31
linda perry sara gilbert wedding like rock show vows,IAB1 Arts & Entertainment,0.24
urgent oregonportlandwater,IAB20 Travel,0.09
little bit history repeating something old makes something new raf,IAB23 Religion & Spirituality,0.1
game thrones season 4 episode recap stark family kill king,IAB1 Arts & Entertainment,0.35
lindsay lohan allegedly relapsed coachella exactly youd,IAB12 News,0.41
wicked new trailer angelina jolies maleficent,IAB1 Arts & Entertainment,0.26
mt gox finds 200000 lost bitcoins wsj,IAB3 Business,0.14
washington redskins lose trademark forever hopefully,IAB17 Sports,0.7
fiat chryslers future announced today,IAB2 Automotive,0.58
colorados first marijuana vending machine start operation,IAB3 Business,0.3
king doesnt crush 16 debut,IAB24 Uncategorized,0.15
kate middleton dons demure white dress support andy murray wimbledon,IAB18 Style & Fashion,0.29
oleg pliss hack makes perfect teachable moment,IAB5 Education,0.27
federal government approves study examine medical marijuana treatment,"IAB11 Law, Gov’t & Politics",0.27
tap shoot buy amazons first 3d phone,IAB19 Technology & Computing,0.35
fargo fargo normal heart lead critics choice awards nominations,IAB12 News,0.12
lwren scott business collapsed real reason,IAB3 Business,0.81
electrical pulses cochlear implants may help regrow auditory nerves,IAB15 Science,0.21
jay leno receive kennedy centers mark twain prize american humor,IAB1 Arts & Entertainment,0.19
outage briefly shuts facebook,IAB19 Technology & Computing,0.14
seized oil tanker morning glory docks libyan capital tripoliwitness,IAB12 News,0.27
watch three short film prequels explain happened years,IAB1 Arts & Entertainment,0.13
three american idol judges returning season 14,IAB1 Arts & Entertainment,0.15
forex eurusd remains lower upbeat us data,IAB12 News,0.2
demi lovato family history heart attack singer reveals grandfather,IAB6 Family & Parenting,0.12
tesla shares rally 64,IAB12 News,0.07
market news hillshire brands co krispy kreme doughnuts quicksilver inc,IAB8 Food & Drink,0.3
google tops list companies offer best pay perks,IAB3 Business,0.34
alice cooper late guitarist dick wagner irreplaceable,IAB1 Arts & Entertainment,0.15
sprint would fold tmobile merger goes ahead,IAB3 Business,0.21
ditch medical device excise tax boost cigarette taxes,IAB13 Personal Finance,0.18
chinas xiaomi targets ten markets international expansion,IAB3 Business,0.17
study shows coffee good eye health,IAB15 Science,0.65
still sick mccartney cancels two shows,IAB1 Arts & Entertainment,0.33
youtube reportedly acquiring twitch 1 billion deal,IAB3 Business,0.14
justin bieber ed sheeran perform scooter brauns wedding,IAB1 Arts & Entertainment,0.36
f1 stars medical records sale,IAB17 Sports,0.68
world wide web 25 years old,IAB19 Technology & Computing,0.15
ham radio field day educates,IAB5 Education,0.72
premarket primer thursday may 8 yellen says economy upswing,IAB12 News,0.35
guineas capital high alert ebola outbreak,IAB12 News,0.2
stones postpone tour scott death 140,IAB20 Travel,0.58
heartbleed websites patched vpns still risk,IAB20 Travel,0.13
twitter builds 100 million bigdata business,IAB3 Business,0.55
6 safety tips online tax filers,IAB12 News,0.11
rolf harris says sickened sex young women,IAB12 News,0.26
obama opens east coast offhore oil exploration,IAB12 News,0.27
survey us gas prices rise 3 cents per gallon,IAB12 News,0.21
oil track longest losing streak since october 2012,IAB24 Uncategorized,0.1
mystery light martian mountain snapped curiosity rover,IAB15 Science,0.36
guardians galaxy getting animated series,IAB1 Arts & Entertainment,0.35
ser pounce wont back game thrones season,IAB17 Sports,0.51
duck dynastys phil robertson rails homosexuals,IAB16 Pets,0.21
tissues counsellors help ease pain 911 museum,IAB14 Society,0.15
huawei counting groufiesgroup selfiesto boost market share,IAB3 Business,0.26
colbert asian tweet inspires cancelcolbert,IAB12 News,0.19
coldplays chris martin separate actress gwyneth paltrow 10 years,IAB1 Arts & Entertainment,0.13
israelny flight makes safe emergency landing,IAB20 Travel,0.22
michael jacksons postdeath wealth,IAB24 Uncategorized,0.1
federal report climate change disrupting americans lives,IAB12 News,0.58
browse home oneplus one snapdragon 8001 801 teaser big news,IAB12 News,0.74
uae institutes military draft irans shadow grows,IAB12 News,0.18
us charges five chinese officials statesponsored snooping us firms,IAB3 Business,0.19
elkhart countys jobless rate hovered 62 percent february,IAB12 News,0.12
bnp paribas agrees 9bln settlement violating us sanctions,IAB3 Business,0.41
juan pablo bachelor bashed host chris harrison candid blog post,IAB16 Pets,0.11
general motors dealers stop cruze sales defective takata airbags,IAB2 Automotive,0.45
hercules dwayne johnson battles gods new trailer,IAB1 Arts & Entertainment,0.24
okcupid admits creepy facebookstyle psychological testing users,IAB24 Uncategorized,0.17
blackberry launches bbm protected secure chat app,IAB19 Technology & Computing,0.31
apple gadgets locked hacking attack,IAB19 Technology & Computing,0.37
7 things mtv make return trl perfect,IAB1 Arts & Entertainment,0.12
china putting oil rig vietnam coast,IAB3 Business,0.21
banks return 6 billion euros crisis loans ecb next week reuters poll,IAB12 News,0.23
maybe emmy gone,IAB1 Arts & Entertainment,0.19
eurozone edges closer dreaded deflation,IAB12 News,0.25
ryan gosling wanted rachel mcadams fired notebook,IAB3 Business,0.09
box office top 20 22 jump street collects 57m kmph fox 26 central san,IAB1 Arts & Entertainment,0.16
facebook takes page google playbook,IAB24 Uncategorized,0.11
kim kardashian wears north earrings new trend alert,IAB18 Style & Fashion,0.58
oil heads weekly drop iraq unrest spares southern output,IAB20 Travel,0.1
sea otters coast america infected flu virus,IAB20 Travel,0.13
whole citi bike thing working great far,IAB20 Travel,0.25
dublin residents voice concern sale fireworks,IAB12 News,0.2
diane sawyer replaced david muir abcs world news,IAB12 News,0.66
ebola source guinea epidemic,IAB16 Pets,0.23
fox finally cancels seth greens offensively bad sitcom dads,IAB12 News,0.56
general motors recall probed doj,IAB2 Automotive,0.26
weak eurozone manufacturing lift ecb speculation markit says,IAB3 Business,0.39
7 incredible habitable planets quite fancy living,IAB15 Science,0.17
jacksons son wants keep dads legend alive,IAB6 Family & Parenting,0.38
samsung replaces head mobile design team,IAB4 Careers,0.13
us ranked last scorecard health care systems,IAB12 News,0.18
mr awesome makes around country,IAB20 Travel,0.36
belinda merhab may 6 2014 1248 pm,IAB12 News,0.09
powermat teams starbucks roll wireless chargers nationwide,IAB3 Business,0.22
cock clanwutang slams report rapper cut penis,IAB12 News,0.21
bigfoot study analyzing hairs attributed creature says theyre,IAB15 Science,0.44
sharknado 2 takes twitter storm,IAB1 Arts & Entertainment,0.17
neil patrick harris exits hedwig andrew rannells replace,IAB20 Travel,0.12
linkedin hits 300 million milestone 50 pct traffic come mobile,IAB20 Travel,0.15
wearable techs past says apples iwatch,IAB19 Technology & Computing,0.14
driverless cars coming uk government confirms laws,IAB2 Automotive,0.35
sec brings 1stever whistleblower retaliation case,IAB15 Science,0.37
microsoft corporation goes big surface pro 3,IAB3 Business,0.5
contractor linked bridge closure feels bad,IAB3 Business,0.17
att powers new amazon fire smartphone,IAB19 Technology & Computing,0.43
cooper university health care announces day service veterans,IAB12 News,0.46
weird al spoofs pharrells happy hilarious tacky,IAB24 Uncategorized,0.12
ipod touch 5th generation price lowered 1080p camera,IAB19 Technology & Computing,0.28
facebook investigation uk mood study,IAB15 Science,0.18
model turned iconic pinup photographer bunny yeager passes away 85,IAB4 Careers,0.16
