text,iab_label,confidence
english rose garden design,IAB10 Home & Garden,0.36
japanese stone carved lion dogs,IAB16 Pets,0.36
install garden drip irrigation,IAB10 Home & Garden,0.32
recovery drinks after running,IAB17 Sports,0.6
swedish timber garden sheds,IAB10 Home & Garden,0.31
DIY garden tool rack,IAB10 Home & Garden,0.31
setting up a vertical herb garden,IAB10 Home & Garden,0.31
create vertical herb garden,IAB10 Home & Garden,0.3
growing basil indoors,IAB10 Home & Garden,0.32
tatami modular garden benches,IAB10 Home & Garden,0.33
painted wood garden gates,IAB10 Home & Garden,0.36
indoor olive trees,IAB10 Home & Garden,0.33
linen hand pleated bed skirts,IAB18 Style & Fashion,0.3
irish peat moss garden blocks,IAB10 Home & Garden,0.36
how to manage workout fatigue,IAB17 Sports,0.4
how to maintain workout consistency,IAB17 Sports,0.33
balinese garden statues,IAB10 Home & Garden,0.37
english sunken garden design,IAB10 Home & Garden,0.35
choosing fabric for bed skirts,IAB18 Style & Fashion,0.35
turkish tea glass planter sets,IAB8 Food & Drink,0.34
how to set fitness goals,IAB17 Sports,0.3
english garden maze hedges,IAB10 Home & Garden,0.62
cast stone garden benches,IAB10 Home & Garden,0.32
importance of rest days in fitness,IAB7 Health & Fitness,0.34
english cottage garden planters,IAB10 Home & Garden,0.49
linen tailored bed skirts,IAB18 Style & Fashion,0.36
stone pebble garden paths,IAB10 Home & Garden,0.44
best fitness gear for travel,IAB20 Travel,0.59
creating a zen garden space,IAB10 Home & Garden,0.32
yoga for core strength,IAB7 Health & Fitness,0.32
painted iron garden shelves,IAB10 Home & Garden,0.42
recovery tips for endurance athletes,IAB17 Sports,0.31
indoor herb garden setup,IAB10 Home & Garden,0.52
stretching tips for runners,IAB17 Sports,0.4
english garden sundials,IAB10 Home & Garden,0.51
how to stay active while traveling,IAB20 Travel,0.62
moroccan ceramic tea sets,IAB8 Food & Drink,0.49
english oak raised garden beds,IAB10 Home & Garden,0.34
japanese shibori garden banners,IAB10 Home & Garden,0.31
english knot gardens,IAB10 Home & Garden,0.39
bohemian beaded curtains,IAB18 Style & Fashion,0.33
solar garden lights,IAB10 Home & Garden,0.35
thai banana leaf platters,IAB8 Food & Drink,0.53
building an outdoor kitchen,IAB8 Food & Drink,0.32
greek marble garden stools,IAB10 Home & Garden,0.35
balinese patung stone deities,IAB23 Religion & Spirituality,0.36
building a British cottage garden,IAB10 Home & Garden,0.45
greek olive jar fountains,IAB8 Food & Drink,0.4
balinese carved stone garden orbs,IAB10 Home & Garden,0.32
DIY Thai style garden gate,IAB18 Style & Fashion,0.34
lighting for home gym,IAB17 Sports,0.37
balinese coconut fiber garden mats,IAB10 Home & Garden,0.42
beginner weightlifting routine,IAB17 Sports,0.56
mexican barro bruñido platters,IAB8 Food & Drink,0.62
building a garden greenhouse,IAB10 Home & Garden,0.31
venetian stained glass garden windows,IAB10 Home & Garden,0.38
french bistro tables,IAB8 Food & Drink,0.62
vietnamese ceramic bonsai pots,IAB9 Hobbies & Interests,0.38
building a French country kitchen,IAB8 Food & Drink,0.35
irish stone garden walling,IAB10 Home & Garden,0.37
french country armoires,IAB2 Automotive,0.45
how to build an outdoor pizza oven,IAB8 Food & Drink,0.68
building a Tuscan outdoor kitchen,IAB8 Food & Drink,0.38
fix leaking garden hose,IAB10 Home & Garden,0.65
calories burned during swimming,IAB17 Sports,0.35
thai ceramic spirit house shrines,IAB23 Religion & Spirituality,0.47
venetian stucco garden wall finishes,IAB10 Home & Garden,0.3
how to improve swimming technique,IAB17 Sports,0.44
greek alabaster garden sculptures,IAB10 Home & Garden,0.3
english garden tool belts,IAB10 Home & Garden,0.35
tatami foldable tea stools,IAB8 Food & Drink,0.36
how to improve athletic performance,IAB17 Sports,0.75
french zinc garden watering cans,IAB10 Home & Garden,0.35
building a compost bin,IAB9 Hobbies & Interests,0.3
running shoes for flat feet,IAB17 Sports,0.46
best lighting for craft rooms,IAB9 Hobbies & Interests,0.37
vintage persian carpets,IAB16 Pets,0.31
balinese stone garden shrines,IAB23 Religion & Spirituality,0.33
greek cycladic garden seating,IAB10 Home & Garden,0.36
building an outdoor tea house,IAB8 Food & Drink,0.5
balinese wooden temple bells,IAB23 Religion & Spirituality,0.43
himalayan quartz garden lights,IAB10 Home & Garden,0.37
how to improve bone density,IAB15 Science,0.31
rustic wooden garden gates,IAB10 Home & Garden,0.35
recovery techniques after intense training,IAB17 Sports,0.31
swimming workouts for fitness,IAB17 Sports,0.67
indian temple bell wind chimes,IAB23 Religion & Spirituality,0.43
french provincial armoires,IAB2 Automotive,0.45
hydration tips for athletes,IAB17 Sports,0.53
how to start a fitness journey,IAB17 Sports,0.55
building a raised garden bed,IAB10 Home & Garden,0.31
growing cilantro at home,IAB10 Home & Garden,0.3
scottish slate roof garden sheds,IAB10 Home & Garden,0.35
tibetan wool prayer rugs,IAB23 Religion & Spirituality,0.68
best gym shoes for lifting,IAB17 Sports,0.69
irish linen damask garden covers,IAB10 Home & Garden,0.36
balcony bistro rail tables,IAB8 Food & Drink,0.39
tatami modular tea tables,IAB8 Food & Drink,0.32
choosing wood for garden furniture,IAB10 Home & Garden,0.39
tatami traditional tea tables,IAB8 Food & Drink,0.33
how to build endurance for hiking,IAB17 Sports,0.35
himalayan prayer flag garden accents,IAB23 Religion & Spirituality,0.46
post workout recovery tips,IAB17 Sports,0.3
DIY garden irrigation system,IAB10 Home & Garden,0.34
concrete garden sculptures,IAB10 Home & Garden,0.3
greek kylix wine bowl planters,IAB8 Food & Drink,0.48
tibetan singing bowl gardens,IAB1 Arts & Entertainment,0.37
outdoor mosaic bistro tables,IAB8 Food & Drink,0.41
greek mosaic floor garden pathways,IAB10 Home & Garden,0.39
russian samovar tea sets,IAB8 Food & Drink,0.55
cycling tips for endurance,IAB17 Sports,0.54
egyptian cotton outdoor throws,IAB17 Sports,0.37
linen flanged bed skirts,IAB18 Style & Fashion,0.33
balinese prada gold fabric runners,IAB18 Style & Fashion,0.41
greek white stone garden sculptures,IAB10 Home & Garden,0.34
tips for organizing garden tools,IAB10 Home & Garden,0.3
teak garden tables,IAB10 Home & Garden,0.37
